# Time	FTRLS_Output	FTRLS_Error
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000100010001000133e-04	0.000000000000000000e+00	0.000000000000000000e+00
2.000200020002000265e-04	0.000000000000000000e+00	0.000000000000000000e+00
3.000300030003000534e-04	0.000000000000000000e+00	0.000000000000000000e+00
4.000400040004000531e-04	0.000000000000000000e+00	0.000000000000000000e+00
5.000500050005000528e-04	0.000000000000000000e+00	0.000000000000000000e+00
6.000600060006001067e-04	0.000000000000000000e+00	0.000000000000000000e+00
7.000700070007000522e-04	0.000000000000000000e+00	0.000000000000000000e+00
8.000800080008001062e-04	0.000000000000000000e+00	0.000000000000000000e+00
9.000900090009001601e-04	0.000000000000000000e+00	0.000000000000000000e+00
1.000100010001000106e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.100110011001100051e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.200120012001200213e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.300130013001300159e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.400140014001400104e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.500150015001500267e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.600160016001600212e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.700170017001700158e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.800180018001800320e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.900190019001900266e-03	0.000000000000000000e+00	0.000000000000000000e+00
2.000200020002000211e-03	0.000000000000000000e+00	0.000000000000000000e+00
2.100210021002100157e-03	0.000000000000000000e+00	0.000000000000000000e+00
2.200220022002200102e-03	0.000000000000000000e+00	0.000000000000000000e+00
2.300230023002300481e-03	0.000000000000000000e+00	0.000000000000000000e+00
2.400240024002400427e-03	0.000000000000000000e+00	0.000000000000000000e+00
2.500250025002500372e-03	0.000000000000000000e+00	7.846692627890959615e-02
2.600260026002600318e-03	1.226645495530900680e-02	6.933229833202803061e-02
2.700270027002700263e-03	1.057067616039597188e-02	7.415909862752295689e-02
2.800280028002800209e-03	1.212935318784896660e-01	-3.343357200593388701e-02
2.900290029002900588e-03	1.150604551459429581e-01	-2.407117750453811877e-02
3.000300030003000534e-03	3.689092004260653701e-02	5.722677716057861241e-02
3.100310031003100479e-03	5.231684276033687908e-02	4.492834491514557937e-02
3.200320032003200425e-03	-2.422236150650800696e-02	1.245940796915621096e-01
3.300330033003300370e-03	-9.268868843653683964e-02	1.961859463046705665e-01
3.400340034003400316e-03	1.047952119764278094e-02	9.614225467309323037e-02
3.500350035003500261e-03	4.494261564233729273e-02	6.480262570662395638e-02
3.600360036003600640e-03	1.148156717963413759e-01	-1.948048327041651540e-03
3.700370037003700586e-03	1.153233302344119499e-01	6.655611745243067423e-04
3.800380038003800531e-03	1.319963329255752042e-02	1.059093810634968019e-01
3.900390039003900477e-03	1.831390856935246475e-02	1.039140529407878433e-01
4.000400040004000422e-03	-3.295045783562203234e-02	1.582961599179095180e-01
4.100410041004100802e-03	-6.682499754757555144e-02	1.952872028430755469e-01
4.200420042004200313e-03	-9.142298397570690349e-02	2.230004243607036085e-01
4.300430043004300693e-03	1.633627464202884461e-01	-2.867136982177370674e-02
4.400440044004400204e-03	-4.947856959291521695e-04	1.382987688925424452e-01
4.500450045004500584e-03	1.609003823902129329e-02	1.248251912139556469e-01
4.600460046004600963e-03	-4.711186341844486591e-02	1.911369480731637260e-01
4.700470047004700475e-03	9.534926284910479055e-02	5.178425525357939485e-02
4.800480048004800854e-03	-7.461141718195830885e-02	2.248519162937113736e-01
4.900490049004900366e-03	1.193992302863072438e-02	1.414060739825126201e-01
5.000500050005000745e-03	-3.215416397430306827e-02	1.886041451190167417e-01
5.100510051005100257e-03	6.421025591204319871e-02	9.534216495922255563e-02
5.200520052005200636e-03	-1.279466225026788806e-03	1.639327517898740150e-01
5.300530053005301015e-03	-6.623100854303606844e-02	2.319835531580896892e-01
5.400540054005400527e-03	1.040349742566104053e-02	1.584466700016696206e-01
5.500550055005500906e-03	4.814985815986832368e-02	1.237962652634081728e-01
5.600560056005600418e-03	2.016472824126395308e-02	1.548756537996792138e-01
5.700570057005700797e-03	4.853022317594184870e-02	1.296026895591967654e-01
5.800580058005801176e-03	-1.203502580635585142e-02	1.932587107840839646e-01
5.900590059005900688e-03	1.088698653302733015e-02	1.734256817249082150e-01
6.000600060006001067e-03	-1.818248745456460189e-02	2.055823195372092904e-01
6.100610061006100579e-03	-4.487028643952348586e-03	1.949721746206525552e-01
6.200620062006200958e-03	-5.668863921144984969e-02	2.502572186946583899e-01
6.300630063006300470e-03	-1.430580417552813344e-01	3.397081439191197427e-01
6.400640064006400849e-03	1.904292505502411942e-02	1.806867585440973256e-01
6.500650065006501228e-03	-2.216572117682039794e-02	2.249730145655727820e-01
6.600660066006600740e-03	-1.281943565186660916e-01	3.340772576705552943e-01
6.700670067006701119e-03	7.582836610482278361e-02	1.331281104226303968e-01
6.800680068006800631e-03	-7.189467853002623476e-02	2.839226677044544012e-01
6.900690069006901010e-03	2.017715931485911107e-02	1.949202494573014921e-01
