# Time	RLS_Output	RLS_Error
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.004008016032063962e-03	0.000000000000000000e+00	0.000000000000000000e+00
4.008016032064127925e-03	0.000000000000000000e+00	0.000000000000000000e+00
6.012024048096191453e-03	0.000000000000000000e+00	0.000000000000000000e+00
8.016032064128255849e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.002004008016032024e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.202404809619238291e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.402805611222444730e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.603206412825651170e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.803607214428857436e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.004008016032064049e-02	0.000000000000000000e+00	5.888034641594024343e-01
2.204408817635270315e-02	4.525841118953749520e-01	1.859064815661400916e-01
2.404809619238476581e-02	5.629481451895101962e-01	1.226996405983308280e-01
2.605210420841683194e-02	5.852400750686275188e-01	1.448481117515180161e-01
2.805611222444889460e-02	5.873846351660737541e-01	1.842510720107070066e-01
3.006012024048096073e-02	8.098002968841477855e-01	3.254232600988782309e-04
3.206412825651302340e-02	8.851222383720571685e-01	-3.971652438265815821e-02
3.406813627254508953e-02	8.924983054386554926e-01	-1.516240917104927366e-02
3.607214428857714872e-02	9.757478847726870352e-01	-6.995813704033015945e-02
3.807615230460921485e-02	9.000935610869222891e-01	3.056096256460383298e-02
4.008016032064128098e-02	6.315770061842039818e-01	3.202546943596922269e-01
4.208416833667334017e-02	4.258290742539113660e-01	5.434082923118864761e-01
4.408817635270540630e-02	7.996314119786350760e-01	1.831711420223791631e-01
4.609218436873747243e-02	7.172157528977225471e-01	2.752577596387764114e-01
4.809619238476953162e-02	8.531499762580665447e-01	1.450619459830214675e-01
5.010020040080159776e-02	7.997372796390278538e-01	2.002577657642782283e-01
5.210420841683366389e-02	7.817951244954914891e-01	2.160206921311362827e-01
5.410821643286573002e-02	8.586126969866703096e-01	1.330701738385340338e-01
5.611222444889778921e-02	9.426007263521024582e-01	3.901978265702243931e-02
5.811623246492985534e-02	1.037482098993230739e+00	-6.981349699844585643e-02
6.012024048096192147e-02	1.206509857134621555e+00	-2.566274247127244834e-01
6.212424849699398066e-02	1.288437205407800601e+00	-3.601047297046688911e-01
6.412825651302604679e-02	1.154443343716471393e+00	-2.513392229421274049e-01
6.613226452905811292e-02	1.164042368637306479e+00	-2.897450368854235236e-01
6.813627254509017905e-02	8.206612077508166347e-01	2.136504408680217626e-02
7.014028056112224518e-02	9.347505598572900531e-01	-1.283318088161254922e-01
