Time,FTRLS_Output,FTRLS_Error
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.004008016032063962e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.008016032064127925e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.012024048096191453e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.016032064128255849e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.002004008016032024e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.202404809619238291e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.402805611222444730e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.603206412825651170e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.803607214428857436e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.004008016032064049e-02,0.000000000000000000e+00,5.888034641594024343e-01
2.204408817635270315e-02,1.800501787717559976e+00,-1.162011194256044933e+00
2.404809619238476581e-02,1.541629544621034853e+00,-8.559817588331938287e-01
2.605210420841683194e-02,1.216056282665285648e+00,-4.859680958451401134e-01
2.805611222444889460e-02,1.490635156796096483e+00,-7.189994496193157225e-01
3.006012024048096073e-02,1.523549308540346647e+00,-7.134235883960999836e-01
3.206412825651302340e-02,2.362155237149222042e+00,-1.516749523159822921e+00
3.406813627254508953e-02,1.351528929259145251e+00,-4.741930329915390319e-01
3.607214428857714872e-02,1.755435971417695029e+00,-8.496462236853381533e-01
3.807615230460921485e-02,1.038717866614236263e+00,-1.080633429627101405e-01
4.008016032064128098e-02,-6.713035622824416182e-02,1.018962056772140468e+00
4.208416833667334017e-02,2.009916764397575939e+00,-1.040679397831778097e+00
4.408817635270540630e-02,2.186520378840733692e+00,-1.203717824839719341e+00
4.609218436873747243e-02,1.167353600729600815e+00,-1.748800881931018569e-01
4.809619238476953162e-02,3.163204228801077988e+00,-2.164992306559990087e+00
5.010020040080159776e-02,7.562013152103399527e-01,2.437937301929661293e-01
5.210420841683366389e-02,1.691782630221817518e+00,-6.939668135951897465e-01
5.410821643286573002e-02,1.543947896606086445e+00,-5.522650257808821017e-01
5.611222444889778921e-02,2.670331767992578431e+00,-1.688711258983453423e+00
5.811623246492985534e-02,2.675979990013147791e+00,-1.708311388018362909e+00
6.012024048096192147e-02,1.883554087684855549e+00,-9.336716552629584776e-01
6.212424849699398066e-02,1.997326187762736183e+00,-1.068993712059604473e+00
6.412825651302604679e-02,1.114621588058450019e+00,-2.115174672841060310e-01
6.613226452905811292e-02,3.429235593551643868e-01,5.313737723967185689e-01
6.813627254509017905e-02,1.275815797416067321e+00,-4.337895455784485099e-01
7.014028056112224518e-02,1.584520966177202395e+00,-7.781022151360378336e-01
