Weights_0,Weights_1,Weights_2,Weights_3
1.514065501741241881e+00,-8.394466234687212314e-01,-8.394466234687212314e-01,-8.394466234687212314e-01
1.512820374653254030e+00,-8.403047013468222248e-01,-8.403047013468222248e-01,-8.403047013468222248e-01
1.511552448985634012e+00,-8.411864147891647825e-01,-8.411864147891647825e-01,-8.411864147891647825e-01
1.510273244561350259e+00,-8.420820259939442165e-01,-8.420820259939442165e-01,-8.420820259939442165e-01
1.508985455250380303e+00,-8.429905625326342689e-01,-8.429905625326342689e-01,-8.429905625326342689e-01
1.507694295587151512e+00,-8.439089385808998811e-01,-8.439089385808998811e-01,-8.439089385808998811e-01
1.506395534310193352e+00,-8.448417630536289025e-01,-8.448417630536289025e-01,-8.448417630536289025e-01
1.505106981243355513e+00,-8.457729740560775422e-01,-8.457729740560775422e-01,-8.457729740560775422e-01
1.503829100413682562e+00,-8.467031168335351632e-01,-8.467031168335351632e-01,-8.467031168335351632e-01
1.502571662616211556e+00,-8.476236071828455731e-01,-8.476236071828455731e-01,-8.476236071828455731e-01
1.501342495893934759e+00,-8.485278448023015896e-01,-8.485278448023015896e-01,-8.485278448023015896e-01
1.500148498017516596e+00,-8.494101633022802522e-01,-8.494101633022802522e-01,-8.494101633022802522e-01
1.498995816259605318e+00,-8.502656250225895107e-01,-8.502656250225895107e-01,-8.502656250225895107e-01
1.497890314367847031e+00,-8.510896034273957023e-01,-8.510896034273957023e-01,-8.510896034273957023e-01
1.496835521453972584e+00,-8.518795313174749584e-01,-8.518795313174749584e-01,-8.518795313174749584e-01
1.495838582175571307e+00,-8.526292058970479371e-01,-8.526292058970479371e-01,-8.526292058970479371e-01
1.494905691637975931e+00,-8.533332635469865757e-01,-8.533332635469865757e-01,-8.533332635469865757e-01
1.494044600885004570e+00,-8.539848269688248283e-01,-8.539848269688248283e-01,-8.539848269688248283e-01
1.493260584108867306e+00,-8.545795206659148047e-01,-8.545795206659148047e-01,-8.545795206659148047e-01
1.492555040720336956e+00,-8.551165147184837112e-01,-8.551165147184837112e-01,-8.551165147184837112e-01
1.491937695248485074e+00,-8.555868751284082530e-01,-8.555868751284082530e-01,-8.555868751284082530e-01
1.491407131746509407e+00,-8.559924996914612949e-01,-8.559924996914612949e-01,-8.559924996914612949e-01
1.490968576162946757e+00,-8.563285889124235828e-01,-8.563285889124235828e-01,-8.563285889124235828e-01
1.490627617573699659e+00,-8.565899845967822612e-01,-8.565899845967822612e-01,-8.565899845967822612e-01
1.490384394086565090e+00,-8.567768300278949534e-01,-8.567768300278949534e-01,-8.567768300278949534e-01
1.490242089734481912e+00,-8.568861645084547840e-01,-8.568861645084547840e-01,-8.568861645084547840e-01
1.490201360072451742e+00,-8.569174630170841578e-01,-8.569174630170841578e-01,-8.569174630170841578e-01
1.490262473388950681e+00,-8.568704927104664471e-01,-8.568704927104664471e-01,-8.568704927104664471e-01
1.490425920770662271e+00,-8.567447035116567688e-01,-8.567447035116567688e-01,-8.567447035116567688e-01
1.490690064019843719e+00,-8.565415803473652723e-01,-8.565415803473652723e-01,-8.565415803473652723e-01
1.491053020056762435e+00,-8.562627661841986093e-01,-8.562627661841986093e-01,-8.562627661841986093e-01
1.491513288364020751e+00,-8.559093652454762280e-01,-8.559093652454762280e-01,-8.559093652454762280e-01
1.492064143059065096e+00,-8.554877158131048986e-01,-8.554877158131048986e-01,-8.554877158131048986e-01
1.492705214685425608e+00,-8.549976851046567905e-01,-8.549976851046567905e-01,-8.549976851046567905e-01
1.493435236482141493e+00,-8.544399420530670586e-01,-8.544399420530670586e-01,-8.544399420530670586e-01
1.494251335312225759e+00,-8.538166572746408445e-01,-8.538166572746408445e-01,-8.538166572746408445e-01
1.495146837415952001e+00,-8.531337188887948564e-01,-8.531337188887948564e-01,-8.531337188887948564e-01
1.496115435317822095e+00,-8.523964878624924468e-01,-8.523964878624924468e-01,-8.523964878624924468e-01
1.497145352466594748e+00,-8.516154422424275783e-01,-8.516154422424275783e-01,-8.516154422424275783e-01
1.498220795361256741e+00,-8.508056144200349946e-01,-8.508056144200349946e-01,-8.508056144200349946e-01
1.499342444557617560e+00,-8.499652574717541098e-01,-8.499652574717541098e-01,-8.499652574717541098e-01
1.500504167917602105e+00,-8.490993490478038197e-01,-8.490993490478038197e-01,-8.490993490478038197e-01
1.501699069048457069e+00,-8.482136482520906684e-01,-8.482136482520906684e-01,-8.482136482520906684e-01
1.502922220955565047e+00,-8.473116992704644579e-01,-8.473116992704644579e-01,-8.473116992704644579e-01
1.504161889844100930e+00,-8.464038753620891642e-01,-8.464038753620891642e-01,-8.464038753620891642e-01
1.505409118361276111e+00,-8.454977293167976748e-01,-8.454977293167976748e-01,-8.454977293167976748e-01
1.506655396930468571e+00,-8.446004257636463564e-01,-8.446004257636463564e-01,-8.446004257636463564e-01
1.507895447783648146e+00,-8.437159594763156134e-01,-8.437159594763156134e-01,-8.437159594763156134e-01
1.509127008177647999e+00,-8.428452372625705458e-01,-8.428452372625705458e-01,-8.428452372625705458e-01
1.510346262122235661e+00,-8.419905592323971844e-01,-8.419905592323971844e-01,-8.419905592323971844e-01
1.511545182908270668e+00,-8.411586410012075188e-01,-8.411586410012075188e-01,-8.411586410012075188e-01
1.512723979880826297e+00,-8.403478707707137119e-01,-8.403478707707137119e-01,-8.403478707707137119e-01
1.513879937213201021e+00,-8.395594464859579276e-01,-8.395594464859579276e-01,-8.395594464859579276e-01
1.515005677953625396e+00,-8.387993340102590789e-01,-8.387993340102590789e-01,-8.387993340102590789e-01
1.516097641241368921e+00,-8.380692749083414883e-01,-8.380692749083414883e-01,-8.380692749083414883e-01
1.517138300633483539e+00,-8.373855381009218668e-01,-8.373855381009218668e-01,-8.373855381009218668e-01
1.518129168343918423e+00,-8.367450701272243219e-01,-8.367450701272243219e-01,-8.367450701272243219e-01
1.519062520214541578e+00,-8.361542311194837263e-01,-8.361542311194837263e-01,-8.361542311194837263e-01
1.519936989500426439e+00,-8.356134100795189479e-01,-8.356134100795189479e-01,-8.356134100795189479e-01
1.520764653334657934e+00,-8.351091108101397209e-01,-8.351091108101397209e-01,-8.351091108101397209e-01
1.521538503892001515e+00,-8.346472480660698245e-01,-8.346472480660698245e-01,-8.346472480660698245e-01
1.522266553181661486e+00,-8.342186715834665200e-01,-8.342186715834665200e-01,-8.342186715834665200e-01
1.522957084393167237e+00,-8.338138574872792086e-01,-8.338138574872792086e-01,-8.338138574872792086e-01
1.523600556814266982e+00,-8.334412772782729961e-01,-8.334412772782729961e-01,-8.334412772782729961e-01
1.524204022478079068e+00,-8.330927825880269921e-01,-8.330927825880269921e-01,-8.330927825880269921e-01
1.524760513651048699e+00,-8.327743263129661067e-01,-8.327743263129661067e-01,-8.327743263129661067e-01
1.525267684469816754e+00,-8.324872829150506970e-01,-8.324872829150506970e-01,-8.324872829150506970e-01
1.525721468852360818e+00,-8.322348292323766827e-01,-8.322348292323766827e-01,-8.322348292323766827e-01
1.526119974842880866e+00,-8.320181161753402721e-01,-8.320181161753402721e-01,-8.320181161753402721e-01
1.526467194698888807e+00,-8.318324471898097539e-01,-8.318324471898097539e-01,-8.318324471898097539e-01
1.526764341973094741e+00,-8.316759923136443078e-01,-8.316759923136443078e-01,-8.316759923136443078e-01
1.527014747406746586e+00,-8.315448657184602022e-01,-8.315448657184602022e-01,-8.315448657184602022e-01
1.527218784077106539e+00,-8.314382218843441308e-01,-8.314382218843441308e-01,-8.314382218843441308e-01
1.527375949944710820e+00,-8.313561770295131437e-01,-8.313561770295131437e-01,-8.313561770295131437e-01
1.527485857319371254e+00,-8.312988208511863375e-01,-8.312988208511863375e-01,-8.312988208511863375e-01
1.527547871323237105e+00,-8.312665800126014526e-01,-8.312665800126014526e-01,-8.312665800126014526e-01
1.527562103605817345e+00,-8.312592256402474566e-01,-8.312592256402474566e-01,-8.312592256402474566e-01
1.527529102464841415e+00,-8.312761825648790071e-01,-8.312761825648790071e-01,-8.312761825648790071e-01
1.527449065676167228e+00,-8.313173176277848242e-01,-8.313173176277848242e-01,-8.313173176277848242e-01
1.527321178999514695e+00,-8.313835987854850673e-01,-8.313835987854850673e-01,-8.313835987854850673e-01
1.527146601748402555e+00,-8.314741144621985436e-01,-8.314741144621985436e-01,-8.314741144621985436e-01
1.526923518332863550e+00,-8.315910166078989141e-01,-8.315910166078989141e-01,-8.315910166078989141e-01
1.526651276943769897e+00,-8.317353789206430870e-01,-8.317353789206430870e-01,-8.317353789206430870e-01
1.526330168977314550e+00,-8.319074505339876247e-01,-8.319074505339876247e-01,-8.319074505339876247e-01
1.525954248317256567e+00,-8.321137737983166360e-01,-8.321137737983166360e-01,-8.321137737983166360e-01
1.525523076805851419e+00,-8.323554760010519749e-01,-8.323554760010519749e-01,-8.323554760010519749e-01
1.525034776660847413e+00,-8.326351805981401233e-01,-8.326351805981401233e-01,-8.326351805981401233e-01
1.524490830528730800e+00,-8.329522161892847221e-01,-8.329522161892847221e-01,-8.329522161892847221e-01
1.523895380802720245e+00,-8.333033495446661165e-01,-8.333033495446661165e-01,-8.333033495446661165e-01
1.523247838948242450e+00,-8.336901244765114738e-01,-8.336901244765114738e-01,-8.336901244765114738e-01
1.522553191568589703e+00,-8.341086029960398385e-01,-8.341086029960398385e-01,-8.341086029960398385e-01
1.521809787732033792e+00,-8.345615578025705750e-01,-8.345615578025705750e-01,-8.345615578025705750e-01
1.521014624965622897e+00,-8.350531528359224076e-01,-8.350531528359224076e-01,-8.350531528359224076e-01
1.520168349538604025e+00,-8.355840002603562855e-01,-8.355840002603562855e-01,-8.355840002603562855e-01
1.519265827897957832e+00,-8.361605451413971490e-01,-8.361605451413971490e-01,-8.361605451413971490e-01
1.518302759309388517e+00,-8.367884287702751500e-01,-8.367884287702751500e-01,-8.367884287702751500e-01
1.517277379598434450e+00,-8.374708976599409826e-01,-8.374708976599409826e-01,-8.374708976599409826e-01
1.516179760369440244e+00,-8.382192312856687755e-01,-8.382192312856687755e-01,-8.382192312856687755e-01
1.515014010613848106e+00,-8.390308747155308389e-01,-8.390308747155308389e-01,-8.390308747155308389e-01
1.513771401195334931e+00,-8.399158726819118126e-01,-8.399158726819118126e-01,-8.399158726819118126e-01
1.512461757473541279e+00,-8.408658379007513117e-01,-8.408658379007513117e-01,-8.408658379007513117e-01
1.511088205740915624e+00,-8.418791418684886674e-01,-8.418791418684886674e-01,-8.418791418684886674e-01
1.509650066318224626e+00,-8.429577674578754287e-01,-8.429577674578754287e-01,-8.429577674578754287e-01
1.508161844600288459e+00,-8.440886835388099474e-01,-8.440886835388099474e-01,-8.440886835388099474e-01
1.506626892504020043e+00,-8.452702632475822542e-01,-8.452702632475822542e-01,-8.452702632475822542e-01
1.505031953370757458e+00,-8.465171987807711407e-01,-8.465171987807711407e-01,-8.465171987807711407e-01
1.503381787447765516e+00,-8.478260383569932168e-01,-8.478260383569932168e-01,-8.478260383569932168e-01
1.501691430272371619e+00,-8.491837757457294522e-01,-8.491837757457294522e-01,-8.491837757457294522e-01
1.499934773926736353e+00,-8.506173225293165441e-01,-8.506173225293165441e-01,-8.506173225293165441e-01
1.498148342720746706e+00,-8.520921323206306353e-01,-8.520921323206306353e-01,-8.520921323206306353e-01
1.496317143544434236e+00,-8.536250566577923138e-01,-8.536250566577923138e-01,-8.536250566577923138e-01
1.494429400800938668e+00,-8.552284020791947050e-01,-8.552284020791947050e-01,-8.552284020791947050e-01
1.492526601060227165e+00,-8.568627241174940901e-01,-8.568627241174940901e-01,-8.568627241174940901e-01
1.490592532604033682e+00,-8.585446517882061590e-01,-8.585446517882061590e-01,-8.585446517882061590e-01
1.488663435438118743e+00,-8.602390517596714137e-01,-8.602390517596714137e-01,-8.602390517596714137e-01
1.486745612736056543e+00,-8.619394993422615503e-01,-8.619394993422615503e-01,-8.619394993422615503e-01
1.484880091021011594e+00,-8.636050581541712123e-01,-8.636050581541712123e-01,-8.636050581541712123e-01
1.483104555979209316e+00,-8.651982573136083321e-01,-8.651982573136083321e-01,-8.651982573136083321e-01
1.481456986220748284e+00,-8.666815411166268746e-01,-8.666815411166268746e-01,-8.666815411166268746e-01
1.479971609058780002e+00,-8.680215238761805896e-01,-8.680215238761805896e-01,-8.680215238761805896e-01
1.478647830912247496e+00,-8.692195688648587382e-01,-8.692195688648587382e-01,-8.692195688648587382e-01
1.477488878418539597e+00,-8.702728517800725205e-01,-8.702728517800725205e-01,-8.702728517800725205e-01
1.476511608595120650e+00,-8.711647707412032426e-01,-8.711647707412032426e-01,-8.711647707412032426e-01
1.475732101007069419e+00,-8.718791381151747011e-01,-8.718791381151747011e-01,-8.718791381151747011e-01
1.475177449229913007e+00,-8.723888517274563936e-01,-8.723888517274563936e-01,-8.723888517274563936e-01
1.474872432959222213e+00,-8.726693118373627378e-01,-8.726693118373627378e-01,-8.726693118373627378e-01
1.474822259098610422e+00,-8.727153992115646020e-01,-8.727153992115646020e-01,-8.727153992115646020e-01
1.475017053829707603e+00,-8.725369259760643592e-01,-8.725369259760643592e-01,-8.725369259760643592e-01
1.475445986398978615e+00,-8.721446508742453085e-01,-8.721446508742453085e-01,-8.721446508742453085e-01
1.476107556115700659e+00,-8.715399264262835288e-01,-8.715399264262835288e-01,-8.715399264262835288e-01
1.476996635935329705e+00,-8.707276519891777866e-01,-8.707276519891777866e-01,-8.707276519891777866e-01
1.478107459590428441e+00,-8.697132925069517295e-01,-8.697132925069517295e-01,-8.697132925069517295e-01
1.479441954515378521e+00,-8.684944689575080368e-01,-8.684944689575080368e-01,-8.684944689575080368e-01
1.480966812463196280e+00,-8.671039583109617643e-01,-8.671039583109617643e-01,-8.671039583109617643e-01
1.482660424989368009e+00,-8.655627963142389358e-01,-8.655627963142389358e-01,-8.655627963142389358e-01
1.484502326741427236e+00,-8.638904776183070622e-01,-8.638904776183070622e-01,-8.638904776183070622e-01
1.486443979705053930e+00,-8.621349713562722616e-01,-8.621349713562722616e-01,-8.621349713562722616e-01
1.488482951015719147e+00,-8.602981963673888011e-01,-8.602981963673888011e-01,-8.602981963673888011e-01
1.490636076182536129e+00,-8.583623284192363201e-01,-8.583623284192363201e-01,-8.583623284192363201e-01
1.492861794621213711e+00,-8.563680270811618866e-01,-8.563680270811618866e-01,-8.563680270811618866e-01
1.495140084148788739e+00,-8.543342120690722297e-01,-8.543342120690722297e-01,-8.543342120690722297e-01
1.497427114192393161e+00,-8.523027207136427696e-01,-8.523027207136427696e-01,-8.523027207136427696e-01
1.499632261899989327e+00,-8.503632580878965896e-01,-8.503632580878965896e-01,-8.503632580878965896e-01
1.501744751305488457e+00,-8.485254092552683147e-01,-8.485254092552683147e-01,-8.485254092552683147e-01
1.503741390871847550e+00,-8.468112913042684653e-01,-8.468112913042684653e-01,-8.468112913042684653e-01
1.505610485674987453e+00,-8.452316055163273667e-01,-8.452316055163273667e-01,-8.452316055163273667e-01
1.507348220947863915e+00,-8.437889495722966648e-01,-8.437889495722966648e-01,-8.437889495722966648e-01
1.508939145942976623e+00,-8.424977323243169058e-01,-8.424977323243169058e-01,-8.424977323243169058e-01
1.510383929148730431e+00,-8.413562441033979322e-01,-8.413562441033979322e-01,-8.413562441033979322e-01
1.511688741594504837e+00,-8.403576635037910414e-01,-8.403576635037910414e-01,-8.403576635037910414e-01
1.512909340550506299e+00,-8.394451091838228685e-01,-8.394451091838228685e-01,-8.394451091838228685e-01
1.514055198415885206e+00,-8.386079613082729756e-01,-8.386079613082729756e-01,-8.386079613082729756e-01
1.515136639594382828e+00,-8.378347012953012429e-01,-8.378347012953012429e-01,-8.378347012953012429e-01
1.516156123386242616e+00,-8.371215551910441421e-01,-8.371215551910441421e-01,-8.371215551910441421e-01
1.517088200646295348e+00,-8.364929064310494544e-01,-8.364929064310494544e-01,-8.364929064310494544e-01
1.517969076089021874e+00,-8.359113465011436261e-01,-8.359113465011436261e-01,-8.359113465011436261e-01
1.518794847221547117e+00,-8.353795923090966413e-01,-8.353795923090966413e-01,-8.353795923090966413e-01
1.519562862310939400e+00,-8.348991594073529310e-01,-8.348991594073529310e-01,-8.348991594073529310e-01
1.520284492881335270e+00,-8.344575356884609274e-01,-8.344575356884609274e-01,-8.344575356884609274e-01
1.520956693184288833e+00,-8.340566375976081748e-01,-8.340566375976081748e-01,-8.340566375976081748e-01
1.521567839219728713e+00,-8.337070290232565517e-01,-8.337070290232565517e-01,-8.337070290232565517e-01
1.522123442389730519e+00,-8.334021787824572591e-01,-8.334021787824572591e-01,-8.334021787824572591e-01
1.522632028395429105e+00,-8.331325590498660505e-01,-8.331325590498660505e-01,-8.331325590498660505e-01
1.523087260915638730e+00,-8.329035651623356573e-01,-8.329035651623356573e-01,-8.329035651623356573e-01
1.523492045624314395e+00,-8.327114048001528213e-01,-8.327114048001528213e-01,-8.327114048001528213e-01
1.523852748435975180e+00,-8.325488669577464362e-01,-8.325488669577464362e-01,-8.325488669577464362e-01
1.524167283422244612e+00,-8.324172597915012739e-01,-8.324172597915012739e-01,-8.324172597915012739e-01
1.524441503849598423e+00,-8.323100101090571412e-01,-8.323100101090571412e-01,-8.323100101090571412e-01
1.524680700798413335e+00,-8.322211676697445215e-01,-8.322211676697445215e-01,-8.322211676697445215e-01
1.524889040984728439e+00,-8.321459700783410129e-01,-8.321459700783410129e-01,-8.321459700783410129e-01
1.525066404033947887e+00,-8.320840103539497434e-01,-8.320840103539497434e-01,-8.320840103539497434e-01
1.525213159455260703e+00,-8.320344614444713516e-01,-8.320344614444713516e-01,-8.320344614444713516e-01
1.525328776906072159e+00,-8.319974692055353005e-01,-8.319974692055353005e-01,-8.319974692055353005e-01
1.525414987165409242e+00,-8.319709913751703878e-01,-8.319709913751703878e-01,-8.319709913751703878e-01
1.525472270551156750e+00,-8.319543113915048860e-01,-8.319543113915048860e-01,-8.319543113915048860e-01
1.525502300266685429e+00,-8.319455951575164265e-01,-8.319455951575164265e-01,-8.319455951575164265e-01
1.525505050190345546e+00,-8.319447843597349568e-01,-8.319447843597349568e-01,-8.319447843597349568e-01
1.525480232274693648e+00,-8.319521594427038425e-01,-8.319521594427038425e-01,-8.319521594427038425e-01
1.525426798340526968e+00,-8.319688377093371612e-01,-8.319688377093371612e-01,-8.319688377093371612e-01
1.525345483608170349e+00,-8.319942295802177368e-01,-8.319942295802177368e-01,-8.319942295802177368e-01
1.525236449093978486e+00,-8.320283956426210992e-01,-8.320283956426210992e-01,-8.320283956426210992e-01
1.525099567983721816e+00,-8.320717593567905634e-01,-8.320717593567905634e-01,-8.320717593567905634e-01
1.524935659406503774e+00,-8.321238724174579993e-01,-8.321238724174579993e-01,-8.321238724174579993e-01
1.524748802700103267e+00,-8.321810984799978828e-01,-8.321810984799978828e-01,-8.321810984799978828e-01
1.524533734170200994e+00,-8.322492173600968268e-01,-8.322492173600968268e-01,-8.322492173600968268e-01
1.524282805916471917e+00,-8.323364580484685638e-01,-8.323364580484685638e-01,-8.323364580484685638e-01
1.523999218430493796e+00,-8.324402711450837877e-01,-8.324402711450837877e-01,-8.324402711450837877e-01
1.523676836679317859e+00,-8.325675069833275987e-01,-8.325675069833275987e-01,-8.325675069833275987e-01
1.523310241818337074e+00,-8.327243598890418097e-01,-8.327243598890418097e-01,-8.327243598890418097e-01
1.522895852635165692e+00,-8.329152459628810234e-01,-8.329152459628810234e-01,-8.329152459628810234e-01
1.522428288734388735e+00,-8.331464339024027277e-01,-8.331464339024027277e-01,-8.331464339024027277e-01
1.521904136213497738e+00,-8.334222830839346230e-01,-8.334222830839346230e-01,-8.334222830839346230e-01
1.521313484172618358e+00,-8.337536731579203719e-01,-8.337536731579203719e-01,-8.337536731579203719e-01
1.520678113766142925e+00,-8.341198656943762391e-01,-8.341198656943762391e-01,-8.341198656943762391e-01
1.519976879149345761e+00,-8.345430868041633365e-01,-8.345430868041633365e-01,-8.345430868041633365e-01
1.519197220315224417e+00,-8.350370424985994466e-01,-8.350370424985994466e-01,-8.350370424985994466e-01
1.518308150219033648e+00,-8.356339015054303765e-01,-8.356339015054303765e-01,-8.356339015054303765e-01
1.517284036880010012e+00,-8.363605783458665233e-01,-8.363605783458665233e-01,-8.363605783458665233e-01
1.516075416332565595e+00,-8.372678025712704253e-01,-8.372678025712704253e-01,-8.372678025712704253e-01
1.514654980199902745e+00,-8.383840962957482823e-01,-8.383840962957482823e-01,-8.383840962957482823e-01
1.513020229086927460e+00,-8.397134010353418665e-01,-8.397134010353418665e-01,-8.397134010353418665e-01
1.511110438971930092e+00,-8.413174237253270293e-01,-8.413174237253270293e-01,-8.413174237253270293e-01
1.508991765194442669e+00,-8.431311719810086203e-01,-8.431311719810086203e-01,-8.431311719810086203e-01
1.506686441878416716e+00,-8.451335199602172388e-01,-8.451335199602172388e-01,-8.451335199602172388e-01
1.504241177965117249e+00,-8.472790313238447446e-01,-8.472790313238447446e-01,-8.472790313238447446e-01
1.501638973444793468e+00,-8.495859663265241668e-01,-8.495859663265241668e-01,-8.495859663265241668e-01
1.498868469559401673e+00,-8.520669786503661802e-01,-8.520669786503661802e-01,-8.520669786503661802e-01
1.495908792636076790e+00,-8.547442394074468153e-01,-8.547442394074468153e-01,-8.547442394074468153e-01
1.492735596430833533e+00,-8.576428981567073562e-01,-8.576428981567073562e-01,-8.576428981567073562e-01
1.489458133320682443e+00,-8.606552592165721549e-01,-8.606552592165721549e-01,-8.606552592165721549e-01
1.485985269476711057e+00,-8.638738299484812755e-01,-8.638738299484812755e-01,-8.638738299484812755e-01
1.482286035033142380e+00,-8.673305918428821926e-01,-8.673305918428821926e-01,-8.673305918428821926e-01
1.478430097463558024e+00,-8.709590195278247293e-01,-8.709590195278247293e-01,-8.709590195278247293e-01
1.474188804179010548e+00,-8.749872280803975277e-01,-8.749872280803975277e-01,-8.749872280803975277e-01
1.469751964631112573e+00,-8.792256617685251241e-01,-8.792256617685251241e-01,-8.792256617685251241e-01
1.465254767908113820e+00,-8.835403897433328213e-01,-8.835403897433328213e-01,-8.835403897433328213e-01
1.460656868856221147e+00,-8.879706262314619458e-01,-8.879706262314619458e-01,-8.879706262314619458e-01
1.456284454034024067e+00,-8.921919594955005639e-01,-8.921919594955005639e-01,-8.921919594955005639e-01
1.452049682163448319e+00,-8.962930753455135013e-01,-8.962930753455135013e-01,-8.962930753455135013e-01
1.447962980187716298e+00,-9.002628203670804963e-01,-9.002628203670804963e-01,-9.002628203670804963e-01
1.444185009929066288e+00,-9.039401225709569054e-01,-9.039401225709569054e-01,-9.039401225709569054e-01
1.440870882554430965e+00,-9.071699046689655210e-01,-9.071699046689655210e-01,-9.071699046689655210e-01
1.438291988068769456e+00,-9.096811592788747181e-01,-9.096811592788747181e-01,-9.096811592788747181e-01
1.436431971809891461e+00,-9.114902408834473224e-01,-9.114902408834473224e-01,-9.114902408834473224e-01
1.435211017171177161e+00,-9.126771285294215108e-01,-9.126771285294215108e-01,-9.126771285294215108e-01
1.434600176576447339e+00,-9.132710258600059694e-01,-9.132710258600059694e-01,-9.132710258600059694e-01
1.434600176576447339e+00,-9.132710258600059694e-01,-9.132710258600059694e-01,-9.132710258600059694e-01
