Weights_0,Weights_1,Weights_2,Weights_3
1.538300889765881863e+00,-8.238948487595535441e-01,-8.238948487595535441e-01,-8.238948487595535441e-01
1.538453628834405063e+00,-8.238015636383817508e-01,-8.238015636383817508e-01,-8.238015636383817508e-01
1.538516585608666443e+00,-8.237631257799173934e-01,-8.237631257799173934e-01,-8.237631257799173934e-01
1.538489583107646164e+00,-8.237796174280930250e-01,-8.237796174280930250e-01,-8.237796174280930250e-01
1.538372687547780338e+00,-8.238510173367216138e-01,-8.238510173367216138e-01,-8.238510173367216138e-01
1.538166517035183922e+00,-8.239768893209511447e-01,-8.239768893209511447e-01,-8.239768893209511447e-01
1.537871723075161734e+00,-8.241569217047333140e-01,-8.241569217047333140e-01,-8.241569217047333140e-01
1.537489149148877354e+00,-8.243907446492111379e-01,-8.243907446492111379e-01,-8.243907446492111379e-01
1.537020879065023049e+00,-8.246771891379438557e-01,-8.246771891379438557e-01,-8.246771891379438557e-01
1.536466665312572699e+00,-8.250170462770848312e-01,-8.250170462770848312e-01,-8.250170462770848312e-01
1.535830099672070626e+00,-8.254079069173143601e-01,-8.254079069173143601e-01,-8.254079069173143601e-01
1.535113382034993812e+00,-8.258490293085575251e-01,-8.258490293085575251e-01,-8.258490293085575251e-01
1.534318081229663067e+00,-8.263400775511090535e-01,-8.263400775511090535e-01,-8.263400775511090535e-01
1.533449172492190371e+00,-8.268782445012025084e-01,-8.268782445012025084e-01,-8.268782445012025084e-01
1.532504810142497842e+00,-8.274655866745924682e-01,-8.274655866745924682e-01,-8.274655866745924682e-01
1.531490600475035491e+00,-8.280977523691017694e-01,-8.280977523691017694e-01,-8.280977523691017694e-01
1.530411335691582275e+00,-8.287715977781475729e-01,-8.287715977781475729e-01,-8.287715977781475729e-01
1.529272212356951099e+00,-8.294841708015250337e-01,-8.294841708015250337e-01,-8.294841708015250337e-01
1.528075931870493953e+00,-8.302346539184750629e-01,-8.302346539184750629e-01,-8.302346539184750629e-01
1.526831616648218981e+00,-8.310176141063384536e-01,-8.310176141063384536e-01,-8.310176141063384536e-01
1.525545267773677605e+00,-8.318308257759936541e-01,-8.318308257759936541e-01,-8.318308257759936541e-01
1.524212266415826411e+00,-8.326783985847607816e-01,-8.326783985847607816e-01,-8.326783985847607816e-01
1.522844126581236912e+00,-8.335517161177994350e-01,-8.335517161177994350e-01,-8.335517161177994350e-01
1.521441025310590778e+00,-8.344514061564535234e-01,-8.344514061564535234e-01,-8.344514061564535234e-01
1.520008831677275518e+00,-8.353729756354508762e-01,-8.353729756354508762e-01,-8.353729756354508762e-01
1.518554965987751748e+00,-8.363111574775921042e-01,-8.363111574775921042e-01,-8.363111574775921042e-01
1.517087882712607083e+00,-8.372606610265765914e-01,-8.372606610265765914e-01,-8.372606610265765914e-01
1.515615539219235641e+00,-8.382172799210853009e-01,-8.382172799210853009e-01,-8.382172799210853009e-01
1.514137996866305569e+00,-8.391820482933021186e-01,-8.391820482933021186e-01,-8.391820482933021186e-01
1.512668697055597811e+00,-8.401455939011455154e-01,-8.401455939011455154e-01,-8.401455939011455154e-01
1.511210065395943714e+00,-8.411073859495309391e-01,-8.411073859495309391e-01,-8.411073859495309391e-01
1.509766040933495423e+00,-8.420646798567960056e-01,-8.420646798567960056e-01,-8.420646798567960056e-01
1.508344284791829137e+00,-8.430118998043396594e-01,-8.430118998043396594e-01,-8.430118998043396594e-01
1.506949069035899980e+00,-8.439461564128729609e-01,-8.439461564128729609e-01,-8.439461564128729609e-01
1.505589117291902257e+00,-8.448612086373805674e-01,-8.448612086373805674e-01,-8.448612086373805674e-01
1.504267597258335254e+00,-8.457550705153282777e-01,-8.457550705153282777e-01,-8.457550705153282777e-01
1.502997885140346934e+00,-8.466182011524393536e-01,-8.466182011524393536e-01,-8.466182011524393536e-01
1.501774518765418343e+00,-8.474549439593843658e-01,-8.474549439593843658e-01,-8.474549439593843658e-01
1.500607817446818926e+00,-8.482568670120710363e-01,-8.482568670120710363e-01,-8.482568670120710363e-01
1.499501006090200539e+00,-8.490216387238939122e-01,-8.490216387238939122e-01,-8.490216387238939122e-01
1.498452213173058212e+00,-8.497500577567607127e-01,-8.497500577567607127e-01,-8.497500577567607127e-01
1.497471425128408917e+00,-8.504338192257755447e-01,-8.504338192257755447e-01,-8.504338192257755447e-01
1.496555118458397615e+00,-8.510753791569887206e-01,-8.510753791569887206e-01,-8.510753791569887206e-01
1.495712553669451328e+00,-8.516667181351373905e-01,-8.516667181351373905e-01,-8.516667181351373905e-01
1.494945382300774339e+00,-8.522066529898356668e-01,-8.522066529898356668e-01,-8.522066529898356668e-01
1.494257497868733742e+00,-8.526918738083689719e-01,-8.526918738083689719e-01,-8.526918738083689719e-01
1.493654567355427787e+00,-8.531179415428219448e-01,-8.531179415428219448e-01,-8.531179415428219448e-01
1.493135872883539550e+00,-8.534855688749520830e-01,-8.534855688749520830e-01,-8.534855688749520830e-01
1.492705846235171663e+00,-8.537908661254544063e-01,-8.537908661254544063e-01,-8.537908661254544063e-01
1.492366176399614108e+00,-8.540324448222429421e-01,-8.540324448222429421e-01,-8.540324448222429421e-01
1.492119209608015140e+00,-8.542082765794352106e-01,-8.542082765794352106e-01,-8.542082765794352106e-01
1.491966941525263879e+00,-8.543166808788703603e-01,-8.543166808788703603e-01,-8.543166808788703603e-01
1.491910044522570367e+00,-8.543571367684177353e-01,-8.543571367684177353e-01,-8.543571367684177353e-01
1.491947754440114959e+00,-8.543303784200284579e-01,-8.543303784200284579e-01,-8.543303784200284579e-01
1.492079012866293297e+00,-8.542373780268306405e-01,-8.542373780268306405e-01,-8.542373780268306405e-01
1.492302599163487287e+00,-8.540791658630799699e-01,-8.540791658630799699e-01,-8.540791658630799699e-01
1.492616944612056962e+00,-8.538570277701431621e-01,-8.538570277701431621e-01,-8.538570277701431621e-01
1.493019910336045974e+00,-8.535726066822110214e-01,-8.535726066822110214e-01,-8.535726066822110214e-01
1.493508732843145115e+00,-8.532282624261590120e-01,-8.532282624261590120e-01,-8.532282624261590120e-01
1.494081739564786737e+00,-8.528250688910291588e-01,-8.528250688910291588e-01,-8.528250688910291588e-01
1.494736285728141656e+00,-8.523650415403162262e-01,-8.523650415403162262e-01,-8.523650415403162262e-01
1.495470199119270260e+00,-8.518495466446025510e-01,-8.518495466446025510e-01,-8.518495466446025510e-01
1.496279118015927834e+00,-8.512818830260426850e-01,-8.512818830260426850e-01,-8.512818830260426850e-01
1.497156319596370633e+00,-8.506674467845589671e-01,-8.506674467845589671e-01,-8.506674467845589671e-01
1.498094312200548339e+00,-8.500122948913008125e-01,-8.500122948913008125e-01,-8.500122948913008125e-01
1.499085525583124134e+00,-8.493224247131001547e-01,-8.493224247131001547e-01,-8.493224247131001547e-01
1.500123836792640608e+00,-8.486028214351508669e-01,-8.486028214351508669e-01,-8.486028214351508669e-01
1.501206078128743737e+00,-8.478557835443215618e-01,-8.478557835443215618e-01,-8.478557835443215618e-01
1.502329324686801471e+00,-8.470828911388766924e-01,-8.470828911388766924e-01,-8.470828911388766924e-01
1.503488751860244887e+00,-8.462876116055152442e-01,-8.462876116055152442e-01,-8.462876116055152442e-01
1.504678395344099640e+00,-8.454740825361694023e-01,-8.454740825361694023e-01,-8.454740825361694023e-01
1.505885699516112508e+00,-8.446516603350492369e-01,-8.446516603350492369e-01,-8.446516603350492369e-01
1.507099615769406098e+00,-8.438300892870632675e-01,-8.438300892870632675e-01,-8.438300892870632675e-01
1.508317210525355279e+00,-8.430112428762441823e-01,-8.430112428762441823e-01,-8.430112428762441823e-01
1.509535498952383925e+00,-8.421966374264070465e-01,-8.421966374264070465e-01,-8.421966374264070465e-01
1.510752285611848267e+00,-8.413876793584571523e-01,-8.413876793584571523e-01,-8.413876793584571523e-01
1.511965750039673484e+00,-8.405842927328645020e-01,-8.405842927328645020e-01,-8.405842927328645020e-01
1.513170554919441413e+00,-8.397905963322249701e-01,-8.397905963322249701e-01,-8.397905963322249701e-01
1.514363451884806810e+00,-8.390079311232433446e-01,-8.390079311232433446e-01,-8.390079311232433446e-01
1.515537534656354879e+00,-8.382414462480690664e-01,-8.382414462480690664e-01,-8.382414462480690664e-01
1.516687733499646029e+00,-8.374947108358249404e-01,-8.374947108358249404e-01,-8.374947108358249404e-01
1.517810061448745751e+00,-8.367700705698452035e-01,-8.367700705698452035e-01,-8.367700705698452035e-01
1.518900249165211935e+00,-8.360703362669645866e-01,-8.360703362669645866e-01,-8.360703362669645866e-01
1.519956174068802346e+00,-8.353965795231126368e-01,-8.353965795231126368e-01,-8.353965795231126368e-01
1.520977545184631019e+00,-8.347476601456358392e-01,-8.347476601456358392e-01,-8.347476601456358392e-01
1.521961352507149590e+00,-8.341251645758582800e-01,-8.341251645758582800e-01,-8.341251645758582800e-01
1.522904129327528500e+00,-8.335310383697159820e-01,-8.335310383697159820e-01,-8.335310383697159820e-01
1.523801919229438973e+00,-8.329680075312878573e-01,-8.329680075312878573e-01,-8.329680075312878573e-01
1.524652275391363832e+00,-8.324369791127170792e-01,-8.324369791127170792e-01,-8.324369791127170792e-01
1.525449631321019073e+00,-8.319420254911478185e-01,-8.319420254911478185e-01,-8.319420254911478185e-01
1.526191400015852961e+00,-8.314851804053480233e-01,-8.314851804053480233e-01,-8.314851804053480233e-01
1.526879936774776514e+00,-8.310627657456166606e-01,-8.310627657456166606e-01,-8.310627657456166606e-01
1.527511109272214673e+00,-8.306779553164337360e-01,-8.306779553164337360e-01,-8.306779553164337360e-01
1.528084368140420146e+00,-8.303305696523964885e-01,-8.303305696523964885e-01,-8.303305696523964885e-01
1.528600682196911809e+00,-8.300187060084845969e-01,-8.300187060084845969e-01,-8.300187060084845969e-01
1.529057878115918978e+00,-8.297437873983734002e-01,-8.297437873983734002e-01,-8.297437873983734002e-01
1.529455515466006998e+00,-8.295055872121067653e-01,-8.295055872121067653e-01,-8.295055872121067653e-01
1.529793416725234723e+00,-8.293036614650012295e-01,-8.293036614650012295e-01,-8.293036614650012295e-01
1.530070790582271467e+00,-8.291382825537935153e-01,-8.291382825537935153e-01,-8.291382825537935153e-01
1.530287716380204666e+00,-8.290089176904033019e-01,-8.290089176904033019e-01,-8.290089176904033019e-01
1.530442739628295357e+00,-8.289166750081247148e-01,-8.289166750081247148e-01,-8.289166750081247148e-01
1.530535592026989855e+00,-8.288615902723954765e-01,-8.288615902723954765e-01,-8.288615902723954765e-01
1.530566549012349897e+00,-8.288432391577167380e-01,-8.288432391577167380e-01,-8.288432391577167380e-01
1.530535591617255831e+00,-8.288615906864073013e-01,-8.288615906864073013e-01,-8.288615906864073013e-01
1.530442873493243816e+00,-8.289165466315665531e-01,-8.289165466315665531e-01,-8.289165466315665531e-01
1.530288136376311448e+00,-8.290085175148331764e-01,-8.290085175148331764e-01,-8.290085175148331764e-01
1.530071754785213400e+00,-8.291373795920438106e-01,-8.291373795920438106e-01,-8.291373795920438106e-01
1.529794328829076955e+00,-8.293028804239395146e-01,-8.293028804239395146e-01,-8.293028804239395146e-01
1.529456774086131787e+00,-8.295045459854721859e-01,-8.295045459854721859e-01,-8.295045459854721859e-01
1.529060641925022335e+00,-8.297413900156669353e-01,-8.297413900156669353e-01,-8.297413900156669353e-01
1.528605896346813875e+00,-8.300141428018925627e-01,-8.300141428018925627e-01,-8.300141428018925627e-01
1.528092595772517326e+00,-8.303236321318772095e-01,-8.303236321318772095e-01,-8.303236321318772095e-01
1.527519280627794629e+00,-8.306721297890905520e-01,-8.306721297890905520e-01,-8.306721297890905520e-01
1.526888061381219019e+00,-8.310586244242211817e-01,-8.310586244242211817e-01,-8.310586244242211817e-01
1.526197824260873137e+00,-8.314852013427398436e-01,-8.314852013427398436e-01,-8.314852013427398436e-01
1.525450601152717134e+00,-8.319508918502850348e-01,-8.319508918502850348e-01,-8.319508918502850348e-01
1.524648785890097669e+00,-8.324545529053360982e-01,-8.324545529053360982e-01,-8.324545529053360982e-01
1.523794044665113701e+00,-8.329960661808640809e-01,-8.329960661808640809e-01,-8.329960661808640809e-01
1.522884498921699414e+00,-8.335784305415884221e-01,-8.335784305415884221e-01,-8.335784305415884221e-01
1.521924160343058663e+00,-8.341988718970442251e-01,-8.341988718970442251e-01,-8.341988718970442251e-01
1.520917260534318638e+00,-8.348546242503440684e-01,-8.348546242503440684e-01,-8.348546242503440684e-01
1.519865380765253571e+00,-8.355453903253918790e-01,-8.355453903253918790e-01,-8.355453903253918790e-01
1.518773753611718735e+00,-8.362674297153832592e-01,-8.362674297153832592e-01,-8.362674297153832592e-01
1.517645599522879252e+00,-8.370190577320419933e-01,-8.370190577320419933e-01,-8.370190577320419933e-01
1.516487143043736330e+00,-8.377965769600599355e-01,-8.377965769600599355e-01,-8.377965769600599355e-01
1.515289123484568679e+00,-8.386098624036889548e-01,-8.386098624036889548e-01,-8.386098624036889548e-01
