time,raw_roll,raw_pitch,kf_roll,kf_pitch
0.01,0.2084700887827034,0.26794494616063613,0.023057972646425774,0.029654019492892536
0.02,0.003665762993349879,-0.018881683443113,0.020488474939369967,0.023237460085369203
0.03,-0.0021919155672909855,-0.05949142612259939,0.0181154848802135,0.01526217513305289
0.04,-0.04867516369694346,0.05687481174692001,0.013697882254538418,0.014268849168368182
0.05,-0.16563536606723026,-0.030426918444922735,0.004584190399254819,0.012050006077487513
0.060000000000000005,0.0036541432100979836,-0.12427661655549294,-0.005086490783108614,0.0020235798470748384
0.07,0.05053334392121717,0.06321158322867204,-0.011008738363658382,-0.0024307423886885163
0.08,0.03301470569174939,0.1513870716130949,-0.014454075801363746,0.002124013627904861
0.09,-0.17261549260046485,0.1103943034620651,-0.02113438271440732,0.007336444645997165
0.09999999999999999,0.15002700526397875,0.010464760678711282,-0.015098654948269837,0.013253409560754482
0.10999999999999999,-0.04312213231779626,-0.22923825812267085,-0.011786389317506557,0.0150109284865572
0.11999999999999998,0.044568701749406164,0.09229346706381478,-0.009398236516746783,0.017271986568689383
0.12999999999999998,-0.17808966206880478,0.1863613496447715,-0.014577912330565573,0.02009685917564433
0.13999999999999999,0.009476898879241637,-0.012914363182540621,-0.012625426273622831,0.018221718908383644
0.15,0.06772487054835065,-0.042024194223688346,-0.013884264396053794,0.014921177815616754
0.16,-0.008044158389349515,0.057205541058278055,-0.013739298349124542,0.02188064030366685
0.17,-0.10746153255192308,0.21512522721211236,-0.018717969307964825,0.0317502973275001
0.18000000000000002,-0.019695710859778854,0.14459794051667677,-0.017534301328161157,0.038538282486301645
0.19000000000000003,0.032940452836024335,0.2154774471854678,-0.015770476617287463,0.05183052101881273
0.20000000000000004,-0.1312547088475821,0.18645715660606102,-0.020953851257211234,0.07054463617070922
0.21000000000000005,0.003644454235892959,-0.17653441463283906,-0.02488366983344012,0.07833546774663117
0.22000000000000006,-0.07205097158753145,-0.23410476661044508,-0.026972352218432794,0.06982341841064428
0.23000000000000007,-0.10113886411002054,0.33052753959364545,-0.03143206338816371,0.06893181943268353
0.24000000000000007,0.3259408308894794,-0.012965664369326385,-0.02537002190182769,0.060560671660052204
0.25000000000000006,-0.1543228138448068,-0.01294596680459455,-0.02106888039462287,0.04692625419279363
0.26000000000000006,-0.025612715262593212,0.010460519694030283,-0.01846047436426437,0.04180494334220736
0.2700000000000001,-0.0548086449463208,-0.06554321119361199,-0.01571066430637683,0.04316306127444135
0.2800000000000001,-0.14266493238749095,0.12165984561427193,-0.014805130912688902,0.03732286216926295
0.2900000000000001,-0.10186322280636301,0.12772136124385536,-0.02833110237019164,0.03715118935202384
0.3000000000000001,-0.20685304248071024,-0.03047963524722064,-0.04137744012222133,0.03642259708755956
0.3100000000000001,0.3977608470306925,-0.37180700974014347,-0.03811778148787685,0.02306892928012088
0.3200000000000001,-0.14279620843529633,-0.37029425959454765,-0.038338022527006646,0.0017608656980071969
0.3300000000000001,0.12104895731096545,0.17483315102208066,-0.029700080280803946,-0.014226323112100384
0.34000000000000014,-0.5164806487910408,0.1390135541716253,-0.03632774314565843,-0.02717574817596526
0.35000000000000014,-0.4107461132807176,0.19719481491296095,-0.048646600032173186,-0.0303678829290304
0.36000000000000015,0.1257461293794912,0.42907919222735924,-0.0679973336191743,-0.006302209633400818
0.37000000000000016,-0.14199771783647114,-0.0711417002541085,-0.08408662871204736,0.023748822457194528
0.38000000000000017,0.0906342648189311,-0.3550941862087815,-0.09853061560567791,0.031104035170593087
0.3900000000000002,0.061566620281254626,0.07410506022488206,-0.091285154144821,0.03506847014724963
