Weights_0,Weights_1,Weights_2,Weights_3,Weights_4,Weights_5,Weights_6,Weights_7,Weights_8,Weights_9,Weights_10,Weights_11,Weights_12,Weights_13,Weights_14,Weights_15,Weights_16,Weights_17,Weights_18,Weights_19,Weights_20,Weights_21,Weights_22,Weights_23,Weights_24,Weights_25,Weights_26,Weights_27,Weights_28,Weights_29,Weights_30,Weights_31,Weights_32,Weights_33,Weights_34,Weights_35,Weights_36,Weights_37,Weights_38,Weights_39,Weights_40,Weights_41,Weights_42,Weights_43,Weights_44,Weights_45,Weights_46,Weights_47,Weights_48,Weights_49
3.944809640480372026e-02
3.801657595979886228e-02
3.179071466910912691e-02
3.437994226034059297e-02
3.817469383144905110e-02
3.837845291404471532e-02
3.693286294204110864e-02
3.604671534537523536e-02
4.080367299064138753e-02
3.922326431208888325e-02
3.069055049071499688e-02
3.213132549374086294e-02
3.288369615117867073e-02
2.717121145091755050e-02
2.393870444083303489e-02
1.588962169411250666e-02
1.876566907570965947e-02
1.979664855163323911e-02
1.750879484316641629e-02
1.599536152573277983e-02
1.085352213490445132e-02
8.200412623268121814e-03
1.302587832411187391e-02
3.285917964356086483e-03
3.915549698044917815e-03
9.144550179925521952e-03
9.353743170125897177e-03
2.058959517517251672e-04
-2.052957660938497728e-03
-8.193807672424963801e-03
-1.233128570134586245e-02
-1.353616275492833254e-02
-1.779778026986737413e-02
-1.756716149883549155e-02
-1.653980263294750619e-02
-2.061605017923845082e-02
-2.076539420009104048e-02
-2.319527441319316902e-02
-2.593852053541039621e-02
-2.568254171168652886e-02
-3.152191357099437541e-02
-3.439895069958517210e-02
-3.349322345773385334e-02
-3.772216047966788638e-02
-4.027743561252754290e-02
-3.701428053424965503e-02
-3.364771736563657023e-02
-3.061153929751123451e-02
-3.739693993237332148e-02
-3.792609840138345262e-02
