Time,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
0,0.377087,-0.186748,-7.474698,-0.023715,-0.015721,-0.004397
1,0.373495,-0.197522,-7.530962,-0.023315,-0.015055,-0.004796
2,0.349553,-0.190339,-7.508216,-0.023848,-0.014789,-0.005462
3,0.335188,-0.192733,-7.489063,-0.023982,-0.016387,-0.00493
4,0.35913,-0.198719,-7.508216,-0.023049,-0.015455,-0.005196
5,0.3304,-0.201113,-7.515399,-0.023582,-0.014922,-0.00413
6,0.369904,-0.172383,-7.517793,-0.021317,-0.015188,-0.00493
7,0.357933,-0.203507,-7.539341,-0.023982,-0.016654,-0.004263
8,0.342371,-0.196325,-7.516596,-0.024381,-0.015188,-0.005063
9,0.353145,-0.169988,-7.526173,-0.023049,-0.015188,-0.005862
10,0.353145,-0.175974,-7.508216,-0.02225,-0.015855,-0.003864
11,0.363919,-0.184354,-7.501034,-0.022783,-0.015322,-0.005196
12,0.357933,-0.181959,-7.520187,-0.023315,-0.015721,-0.005329
13,0.347159,-0.186748,-7.508216,-0.023315,-0.015055,-0.004663
14,0.378284,-0.181959,-7.499837,-0.023715,-0.015988,-0.005196
15,0.354342,-0.171185,-7.538144,-0.022916,-0.015455,-0.00453
16,0.354342,-0.192733,-7.499837,-0.023315,-0.015188,-0.004663
17,0.374693,-0.177171,-7.499837,-0.023449,-0.015322,-0.003331
18,0.356736,-0.178368,-7.50702,-0.023315,-0.015055,-0.004663
19,0.324414,-0.186748,-7.515399,-0.024115,-0.015055,-0.00453
20,0.348356,-0.183156,-7.534553,-0.023848,-0.016121,-0.005063
21,0.351948,-0.1652,-7.521385,-0.024248,-0.014655,-0.005596
22,0.333991,-0.189142,-7.524976,-0.023848,-0.013989,-0.00493
23,0.357933,-0.178368,-7.514202,-0.023982,-0.015055,-0.00413
24,0.371101,-0.201113,-7.516596,-0.024248,-0.014922,-0.00493
25,0.357933,-0.181959,-7.538144,-0.024115,-0.016254,-0.005196
26,0.331597,-0.190339,-7.516596,-0.023582,-0.016521,-0.005729
27,0.351948,-0.187945,-7.497443,-0.023449,-0.015188,-0.00493
28,0.360327,-0.184354,-7.520187,-0.023715,-0.015055,-0.004796
29,0.351948,-0.185551,-7.534553,-0.023049,-0.014522,-0.005462
30,0.360327,-0.195127,-7.508216,-0.023848,-0.015855,-0.004663
31,0.344765,-0.184354,-7.505822,-0.023582,-0.015855,-0.005462
32,0.373495,-0.180762,-7.49864,-0.022783,-0.015455,-0.00493
33,0.350751,-0.175974,-7.496245,-0.022383,-0.015588,-0.004663
34,0.365116,-0.164003,-7.521385,-0.023049,-0.015322,-0.004397
35,0.349553,-0.190339,-7.501034,-0.023315,-0.015855,-0.004663
36,0.35913,-0.192733,-7.511808,-0.023982,-0.014922,-0.005462
37,0.342371,-0.181959,-7.510611,-0.024515,-0.015588,-0.004663
38,0.35913,-0.189142,-7.501034,-0.023715,-0.015588,-0.003997
39,0.344765,-0.164003,-7.520187,-0.023715,-0.015188,-0.005729
40,0.365116,-0.180762,-7.511808,-0.023449,-0.015188,-0.00413
41,0.361524,-0.183156,-7.544129,-0.024248,-0.015188,-0.00493
42,0.357933,-0.177171,-7.513005,-0.023715,-0.015855,-0.004397
43,0.353145,-0.167594,-7.518991,-0.022783,-0.015588,-0.00493
44,0.349553,-0.191536,-7.524976,-0.023449,-0.015721,-0.004663
45,0.35913,-0.187945,-7.520187,-0.024115,-0.014123,-0.004796
46,0.360327,-0.167594,-7.52737,-0.023449,-0.01359,-0.004796
47,0.365116,-0.201113,-7.546524,-0.023449,-0.014522,-0.00453
48,0.336385,-0.179565,-7.516596,-0.022516,-0.015855,-0.004663
49,0.342371,-0.204704,-7.520187,-0.023449,-0.016387,-0.005063
50,0.350751,-0.192733,-7.487866,-0.023582,-0.015455,-0.005995
51,0.345962,-0.195127,-7.497443,-0.023582,-0.015188,-0.005196
52,0.362722,-0.195127,-7.541735,-0.023982,-0.015055,-0.005063
53,0.363919,-0.184354,-7.518991,-0.022116,-0.015055,-0.005196
54,0.369904,-0.186748,-7.520187,-0.023315,-0.014789,-0.005462
55,0.357933,-0.179565,-7.522582,-0.023582,-0.014789,-0.004796
56,0.342371,-0.201113,-7.551312,-0.023315,-0.015055,-0.004263
57,0.353145,-0.187945,-7.510611,-0.023582,-0.015188,-0.00493
58,0.371101,-0.1652,-7.503428,-0.023315,-0.015188,-0.004663
59,0.345962,-0.180762,-7.557298,-0.022916,-0.015988,-0.004796
60,0.339977,-0.149638,-7.502231,-0.024115,-0.015455,-0.004663
61,0.348356,-0.20231,-7.518991,-0.022783,-0.015455,-0.00493
62,0.347159,-0.179565,-7.522582,-0.022783,-0.015455,-0.005462
63,0.341174,-0.185551,-7.511808,-0.022916,-0.015322,-0.005196
64,0.33878,-0.186748,-7.50702,-0.023449,-0.015855,-0.004663
65,0.356736,-0.187945,-7.491457,-0.025181,-0.015588,-0.005596
66,0.357933,-0.184354,-7.517793,-0.023315,-0.015055,-0.005196
67,0.372298,-0.175974,-7.516596,-0.022916,-0.016787,-0.00453
68,0.349553,-0.183156,-7.49026,-0.023715,-0.015988,-0.004263
69,0.357933,-0.19393,-7.502231,-0.023182,-0.014922,-0.005995
70,0.324414,-0.192733,-7.509414,-0.023315,-0.016521,-0.00453
71,0.349553,-0.179565,-7.53575,-0.024248,-0.016521,-0.00453
72,0.363919,-0.180762,-7.49864,-0.023848,-0.015455,-0.004397
73,0.349553,-0.172383,-7.514202,-0.023315,-0.017187,-0.00493
74,0.349553,-0.180762,-7.511808,-0.023582,-0.014922,-0.005063
75,0.365116,-0.181959,-7.510611,-0.023049,-0.015721,-0.005063
76,0.365116,-0.160412,-7.513005,-0.023182,-0.014522,-0.005063
77,0.354342,-0.183156,-7.509414,-0.023049,-0.015988,-0.00413
78,0.374693,-0.1652,-7.53575,-0.022516,-0.015455,-0.005063
79,0.35913,-0.197522,-7.511808,-0.023982,-0.014522,-0.005196
80,0.369904,-0.169988,-7.542933,-0.023049,-0.015721,-0.005063
81,0.344765,-0.201113,-7.526173,-0.023315,-0.014789,-0.004796
82,0.360327,-0.177171,-7.521385,-0.022916,-0.014922,-0.004397
83,0.365116,-0.187945,-7.521385,-0.023715,-0.015055,-0.005462
84,0.35913,-0.181959,-7.489063,-0.023848,-0.015322,-0.004663
85,0.372298,-0.175974,-7.514202,-0.024914,-0.014655,-0.00453
86,0.353145,-0.178368,-7.523779,-0.022649,-0.015055,-0.005063
87,0.354342,-0.178368,-7.510611,-0.023182,-0.015455,-0.005196
88,0.349553,-0.197522,-7.522582,-0.022783,-0.015588,-0.005729
89,0.35913,-0.201113,-7.503428,-0.024248,-0.015188,-0.005729
90,0.353145,-0.179565,-7.509414,-0.024115,-0.014789,-0.004397
91,0.369904,-0.180762,-7.520187,-0.022916,-0.014922,-0.004263
92,0.374693,-0.189142,-7.50702,-0.024648,-0.016787,-0.005329
93,0.342371,-0.174777,-7.503428,-0.024914,-0.015188,-0.004397
94,0.36751,-0.186748,-7.529764,-0.023449,-0.016387,-0.005462
95,0.351948,-0.185551,-7.546524,-0.023982,-0.015322,-0.004263
96,0.337582,-0.183156,-7.493851,-0.023182,-0.015322,-0.00453
97,0.366313,-0.181959,-7.518991,-0.023982,-0.014922,-0.005196
98,0.355539,-0.185551,-7.508216,-0.023182,-0.016521,-0.00413
99,0.357933,-0.167594,-7.540538,-0.024248,-0.015988,-0.004796
100,0.372298,-0.17358,-7.497443,-0.022916,-0.015855,-0.005329
101,0.351948,-0.21069,-7.49864,-0.023449,-0.015188,-0.005596
102,0.351948,-0.15682,-7.49864,-0.024248,-0.015721,-0.004663
103,0.353145,-0.189142,-7.516596,-0.023582,-0.015455,-0.005729
104,0.361524,-0.181959,-7.510611,-0.021983,-0.015588,-0.004796
105,0.344765,-0.180762,-7.528567,-0.022783,-0.015455,-0.005063
106,0.354342,-0.169988,-7.528567,-0.023848,-0.015322,-0.00493
107,0.356736,-0.185551,-7.529764,-0.023715,-0.014655,-0.00493
108,0.354342,-0.195127,-7.513005,-0.023848,-0.015055,-0.004263
109,0.372298,-0.175974,-7.485472,-0.023848,-0.014789,-0.005063
110,0.361524,-0.189142,-7.509414,-0.023315,-0.015855,-0.005063
111,0.349553,-0.171185,-7.522582,-0.023049,-0.014789,-0.005329
112,0.351948,-0.20231,-7.539341,-0.02225,-0.015455,-0.00453
113,0.357933,-0.17358,-7.517793,-0.024515,-0.015055,-0.005063
114,0.354342,-0.178368,-7.516596,-0.024381,-0.015988,-0.005596
115,0.361524,-0.187945,-7.497443,-0.023582,-0.015322,-0.004263
116,0.336385,-0.196325,-7.522582,-0.023715,-0.015588,-0.005462
117,0.35913,-0.187945,-7.513005,-0.023315,-0.015588,-0.00453
118,0.349553,-0.180762,-7.538144,-0.023449,-0.015988,-0.004663
119,0.341174,-0.169988,-7.523779,-0.024381,-0.015721,-0.004796
120,0.374693,-0.177171,-7.510611,-0.024381,-0.015588,-0.005063
121,0.349553,-0.178368,-7.526173,-0.022383,-0.015855,-0.00453
122,0.365116,-0.169988,-7.540538,-0.023848,-0.016387,-0.003997
123,0.339977,-0.20231,-7.50702,-0.023182,-0.015588,-0.00453
124,0.342371,-0.174777,-7.489063,-0.022649,-0.015322,-0.004796
125,0.349553,-0.187945,-7.517793,-0.023449,-0.015455,-0.003997
126,0.353145,-0.175974,-7.497443,-0.023582,-0.015055,-0.005329
127,0.348356,-0.204704,-7.544129,-0.022516,-0.015188,-0.00453
128,0.368707,-0.180762,-7.533356,-0.023982,-0.015055,-0.005462
129,0.36751,-0.158017,-7.501034,-0.023049,-0.016254,-0.005063
130,0.366313,-0.168791,-7.534553,-0.023315,-0.016521,-0.005329
131,0.343568,-0.172383,-7.49864,-0.023049,-0.015455,-0.004397
132,0.374693,-0.186748,-7.522582,-0.023315,-0.015055,-0.004663
133,0.341174,-0.207098,-7.508216,-0.023982,-0.016254,-0.00493
134,0.348356,-0.185551,-7.52737,-0.023449,-0.015588,-0.005729
135,0.349553,-0.180762,-7.501034,-0.023715,-0.015721,-0.005729
136,0.347159,-0.20231,-7.492654,-0.023449,-0.015455,-0.004663
137,0.339977,-0.171185,-7.504625,-0.023715,-0.015588,-0.005329
138,0.342371,-0.1652,-7.526173,-0.022916,-0.014922,-0.005596
139,0.356736,-0.181959,-7.538144,-0.023449,-0.015588,-0.003997
140,0.335188,-0.187945,-7.502231,-0.024648,-0.016521,-0.004663
141,0.35913,-0.155623,-7.534553,-0.023182,-0.014655,-0.005329
142,0.361524,-0.169988,-7.513005,-0.022516,-0.015455,-0.004263
143,0.344765,-0.179565,-7.515399,-0.022916,-0.015188,-0.004263
144,0.37589,-0.186748,-7.513005,-0.023049,-0.015855,-0.00453
145,0.355539,-0.186748,-7.523779,-0.023715,-0.015721,-0.004663
146,0.353145,-0.209493,-7.510611,-0.023049,-0.015855,-0.005462
147,0.354342,-0.190339,-7.538144,-0.022783,-0.015188,-0.005329
148,0.365116,-0.20231,-7.508216,-0.023715,-0.015455,-0.006129
149,0.341174,-0.174777,-7.53575,-0.023582,-0.014256,-0.004263
150,0.373495,-0.191536,-7.515399,-0.02225,-0.015188,-0.00413
151,0.35913,-0.178368,-7.503428,-0.023315,-0.015721,-0.004796
152,0.35913,-0.201113,-7.521385,-0.023582,-0.015721,-0.005196
153,0.350751,-0.189142,-7.532158,-0.023315,-0.014655,-0.005063
154,0.337582,-0.162806,-7.532158,-0.022649,-0.014389,-0.004796
155,0.362722,-0.203507,-7.52737,-0.023182,-0.014655,-0.00493
156,0.349553,-0.185551,-7.528567,-0.023049,-0.015188,-0.006129
157,0.365116,-0.171185,-7.503428,-0.023449,-0.016121,-0.005196
158,0.360327,-0.183156,-7.510611,-0.023315,-0.016254,-0.005196
