Time,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
0,10.236409,0.118513,1.599327,-0.022649,-0.018253,-0.005063
1,10.232818,0.120907,1.599327,-0.022116,-0.013057,-0.005329
2,10.255563,0.120907,1.630451,-0.023848,-0.014655,-0.00493
3,10.243592,0.122104,1.614889,-0.022916,-0.017587,-0.00453
4,10.244789,0.140061,1.602918,-0.023049,-0.016654,-0.005329
5,10.243592,0.110133,1.617283,-0.023982,-0.014922,-0.006129
6,10.21965,0.107739,1.551443,-0.023315,-0.016387,-0.001732
7,10.425551,0.120907,1.649605,-0.022116,0.057289,-0.005995
8,10.223241,0.096965,1.646014,-0.023715,-0.015455,-0.005596
9,10.251971,0.112527,1.638831,-0.022783,-0.015588,-0.003464
10,10.248381,0.135272,1.634043,-0.024115,-0.015588,-0.005196
11,10.235212,0.100556,1.613692,-0.023715,-0.015188,-0.004263
12,10.245986,0.11133,1.614889,-0.022916,-0.015188,-0.004397
13,10.183737,0.136469,1.661576,-0.023049,-0.012124,-0.004397
14,10.236409,0.123301,1.648408,-0.024515,-0.015588,-0.005462
15,10.232818,0.112527,1.619677,-0.022916,-0.014789,-0.005196
16,10.230424,0.102951,1.612495,-0.023449,-0.015055,-0.004397
17,10.240001,0.100556,1.590947,-0.023848,-0.015188,-0.005462
18,10.242394,0.107739,1.612495,-0.022516,-0.015988,-0.004796
19,10.245986,0.117316,1.631648,-0.022916,-0.015455,-0.005462
20,10.257957,0.101754,1.629254,-0.022649,-0.014655,-0.004397
21,10.229227,0.106542,1.628057,-0.023715,-0.015721,-0.00493
22,10.247183,0.108936,1.600524,-0.024648,-0.015721,-0.004663
23,10.251971,0.120907,1.590947,-0.022649,-0.014123,-0.00493
24,10.245986,0.125696,1.630451,-0.022649,-0.016387,-0.004796
25,10.241198,0.118513,1.622072,-0.023049,-0.017986,-0.004663
26,9.809045,0.023942,0.0,0.016121,-2.088266,0.028245
27,4.673482,-0.076614,-6.852205,0.076342,-1.945842,0.116977
28,-3.177106,-0.20231,-6.70975,-0.02558,-1.171502,-0.001199
29,1.181539,-0.447716,-7.78355,0.042634,1.380009,-0.014789
30,7.625533,-0.477643,-4.933253,0.001865,1.625554,-0.139493
31,8.706514,0.126893,-0.7434,0.05276,-0.784998,0.098858
32,4.941632,-0.397437,-6.728904,0.019052,-1.394531,0.034507
33,-2.276886,-0.155623,-7.230489,-0.060887,-1.236919,0.047564
34,-1.772906,-0.402226,-7.77517,0.158545,0.950072,0.110182
35,4.777629,-0.696713,-6.560112,0.013856,1.164708,-0.059554
36,6.038177,-0.442927,-5.950788,-0.046098,-1.167372,0.007461
37,1.225831,-0.20231,-7.554904,-0.073144,-1.094495,-0.036239
38,-3.173514,-0.551863,-5.859808,0.032642,-0.001998,-0.021717
39,0.520739,-0.207098,-7.990648,-0.072211,0.204243,-0.066616
40,0.240617,-0.326809,-7.536947,-0.023182,-0.016787,-0.003464
41,0.328006,-0.201113,-7.510611,-0.022516,-0.016387,-0.004397
42,0.349553,-0.197522,-7.496245,-0.023715,-0.01772,-0.00413
43,0.234632,0.052672,-7.532158,-0.020917,-0.025314,-0.005729
44,0.158017,-0.471658,-7.516596,-0.022116,-0.015988,-0.005329
45,0.114922,-0.324414,-7.569269,-0.024914,-0.044632,0.025847
46,0.104148,0.975637,-7.468712,-0.023182,-0.020917,-0.022116
47,-0.049081,-1.118092,-7.551312,-0.018786,-0.034907,-0.014922
48,0.253785,-0.810437,-7.542933,-0.029577,-0.001332,0.006795
49,0.174777,0.650026,-7.5561,-0.017187,-0.003064,0.020518
50,0.07422,-0.010774,-7.486669,-0.02225,-0.019319,-0.011058
51,0.125696,-1.254562,-7.513005,-0.022383,-0.020518,-0.003331
52,-0.057461,-0.280122,-7.408857,-0.023982,-0.005462,0.015588
53,0.110133,0.460884,-7.580042,-0.027312,-0.027179,-0.023049
54,0.137667,-1.074997,-7.451953,-0.016387,-0.030377,-0.014256
55,0.204704,-0.468066,-7.514202,-0.032775,-0.007994,0.020784
56,0.161609,1.231817,-7.508216,-0.021184,-0.019185,0.002132
57,0.25618,-0.203507,-7.437588,-0.021317,0.00453,-0.0004
58,0.158017,-0.878672,-7.501034,-0.024115,0.004263,0.007061
59,0.071826,0.294487,-7.562086,-0.015455,0.006795,0.033308
60,0.047884,0.33878,-7.395689,-0.031443,-0.033574,-0.023982
61,0.201113,-1.508347,-7.541735,-0.027046,0.000799,-0.015455
62,0.089783,-0.344765,-7.480683,-0.022383,-0.024914,0.012391
63,0.158017,1.090559,-7.489063,-0.023449,0.003864,-0.014789
64,0.221464,-1.04866,-7.671022,-0.016521,-0.013323,-0.024381
65,0.259771,-0.919373,-7.194576,-0.036372,0.037704,0.033441
66,0.148441,1.170765,-7.536947,-0.021717,-0.035573,-0.012923
67,0.244209,-0.496797,-7.443573,-0.015721,-0.051694,-0.004263
68,0.143652,-0.944513,-7.48188,-0.02558,-0.015055,0.00866
69,0.178368,0.855927,-7.368156,-0.013856,0.001332,0.020118
70,0.232238,0.166397,-7.505822,-0.030776,-0.00493,-0.014522
71,0.199916,-1.224634,-7.492654,-0.022649,-0.029178,-0.009992
72,0.025139,0.28491,-7.495049,-0.023715,-0.013723,0.008127
73,0.379481,-0.223858,-7.502231,-0.022916,-0.007727,-0.005196
74,0.312443,-0.20231,-7.50702,-0.022916,-0.014655,-0.004663
75,0.395043,0.142455,-7.487866,-0.020251,-0.002931,-0.009726
76,0.356736,-0.140061,-7.513005,-0.021717,-0.012257,-0.005862
77,1.811214,-0.378284,12.850878,-0.054225,-1.450355,-0.016254
78,-0.51595,-0.248997,12.217611,-0.027446,0.12164,-0.007861
79,-0.610521,-0.198719,12.138602,-0.027845,-0.007727,0.019319
80,-1.045069,-0.29329,12.220005,-0.072078,-0.05609,0.01359
81,-1.092953,0.131681,12.472593,0.068614,0.075409,0.076075
82,-1.303643,-0.075417,12.265495,-0.024914,0.019052,-0.012923
