Time,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
0,-0.453701,-0.125696,-7.41604,-0.020917,-0.012524,-0.005063
1,-0.414197,-0.114922,-7.398083,-0.020518,-0.012657,-0.006129
2,-0.420182,-0.112527,-7.405266,-0.020118,-0.012257,-0.005995
3,-0.45849,-0.120907,-7.395689,-0.020384,-0.011991,-0.006395
4,-0.417788,-0.126893,-7.398083,-0.020784,-0.012524,-0.005995
5,-0.428562,-0.131681,-7.414843,-0.019985,-0.011724,-0.006262
6,-0.426168,-0.114922,-7.400477,-0.021184,-0.011858,-0.006528
7,-0.436942,-0.101754,-7.401675,-0.020784,-0.011991,-0.005596
8,-0.438139,-0.108936,-7.422025,-0.019452,-0.012124,-0.006262
9,-0.44173,-0.122104,-7.420828,-0.019985,-0.011858,-0.006262
10,-0.426168,-0.110133,-7.398083,-0.019985,-0.013456,-0.005462
11,-0.436942,-0.131681,-7.408857,-0.019985,-0.012124,-0.006528
12,-0.427365,-0.107739,-7.420828,-0.019985,-0.01279,-0.005063
13,-0.434548,-0.100556,-7.38731,-0.019585,-0.011724,-0.005995
14,-0.428562,-0.114922,-7.41604,-0.020118,-0.011191,-0.006129
15,-0.432153,-0.110133,-7.429208,-0.020251,-0.01279,-0.005596
16,-0.436942,-0.094571,-7.398083,-0.020251,-0.011724,-0.005596
17,-0.452504,-0.130484,-7.41604,-0.020118,-0.011191,-0.005995
18,-0.427365,-0.096965,-7.390901,-0.019452,-0.012657,-0.00493
19,-0.435745,-0.112527,-7.408857,-0.019718,-0.011591,-0.005196
20,-0.44173,-0.120907,-7.422025,-0.020651,-0.012391,-0.005596
21,-0.427365,-0.110133,-7.423223,-0.020251,-0.013323,-0.006395
22,-0.42138,-0.116119,-7.423223,-0.020251,-0.012124,-0.006129
23,-0.433351,-0.114922,-7.414843,-0.020118,-0.012391,-0.005596
24,-0.439336,-0.114922,-7.422025,-0.020251,-0.012391,-0.005596
25,-0.424971,-0.112527,-7.402872,-0.019718,-0.011991,-0.005063
26,-0.44173,-0.106542,-7.442376,-0.020118,-0.011724,-0.005995
