Time,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
0,0.3663,-0.2143,-7.519,-0.0244,-0.0157,-0.0053
1,0.3687,-0.2095,-7.5034,-0.0237,-0.0156,-0.0049
2,0.3723,-0.1987,-7.5238,-0.0244,-0.0164,-0.004
3,0.3651,-0.2035,-7.5369,-0.0246,-0.0157,-0.0044
4,0.3639,-0.1975,-7.531,-0.0244,-0.0156,-0.0045
5,0.3747,-0.2059,-7.5453,-0.0238,-0.0163,-0.0044
6,0.3807,-0.1951,-7.5453,-0.0249,-0.016,-0.0044
7,0.3579,-0.1772,-7.531,-0.0234,-0.016,-0.0044
8,0.3699,-0.1927,-7.519,-0.0244,-0.0156,-0.0041
9,0.3687,-0.2035,-7.4986,-0.0241,-0.0159,-0.0051
10,0.3711,-0.1963,-7.5166,-0.0248,-0.0167,-0.0057
11,0.3819,-0.1915,-7.525,-0.0238,-0.0155,-0.0045
12,0.3663,-0.1844,-7.5274,-0.0236,-0.0165,-0.0052
13,0.3807,-0.2023,-7.5154,-0.0229,-0.0161,-0.0045
14,0.3747,-0.1999,-7.5286,-0.0236,-0.016,-0.0055
15,0.3555,-0.1915,-7.5022,-0.0234,-0.0164,-0.0049
16,0.3783,-0.2071,-7.5477,-0.0249,-0.0173,-0.0049
17,0.3591,-0.1999,-7.5022,-0.0245,-0.0164,-0.0052
18,0.3867,-0.1927,-7.5226,-0.024,-0.016,-0.0047
19,0.3651,-0.1999,-7.5142,-0.0238,-0.0163,-0.0044
20,0.3723,-0.1999,-7.5106,-0.0238,-0.016,-0.0048
21,0.3711,-0.2011,-7.5166,-0.0241,-0.0163,-0.0057
22,0.3651,-0.1927,-7.5597,-0.0238,-0.0168,-0.0047
23,0.3759,-0.2095,-7.519,-0.0245,-0.0167,-0.0051
24,0.3627,-0.1903,-7.5046,-0.0245,-0.0168,-0.0041
25,0.3843,-0.2035,-7.4939,-0.0246,-0.0163,-0.0041
26,0.3831,-0.1927,-7.4986,-0.0237,-0.0165,-0.0047
27,0.3531,-0.1879,-7.5226,-0.0233,-0.0163,-0.0043
28,0.3807,-0.2035,-7.5178,-0.0234,-0.0165,-0.0048
29,0.3831,-0.2107,-7.5178,-0.0242,-0.0167,-0.0043
30,0.3735,-0.2071,-7.5441,-0.0244,-0.0164,-0.0051
31,0.3747,-0.1808,-7.5357,-0.024,-0.0171,-0.0043
32,0.3723,-0.1927,-7.507,-0.0237,-0.0167,-0.0047
33,0.3938,-0.1915,-7.5106,-0.0244,-0.0165,-0.0052
34,0.3759,-0.2047,-7.519,-0.0237,-0.0164,-0.0049
35,0.3675,-0.1963,-7.5322,-0.0242,-0.0161,-0.0053
36,0.3675,-0.1963,-7.4855,-0.0242,-0.0169,-0.0048
37,0.3591,-0.1832,-7.5429,-0.0232,-0.0164,-0.0047
38,0.3759,-0.1987,-7.4962,-0.0244,-0.0168,-0.0049
39,0.3831,-0.1856,-7.5106,-0.0233,-0.0165,-0.0041
40,0.3735,-0.1939,-7.5142,-0.0246,-0.0168,-0.0043
41,0.3699,-0.1963,-7.5082,-0.0236,-0.0171,-0.0047
42,0.3879,-0.1879,-7.5214,-0.0248,-0.0164,-0.0041
43,0.3663,-0.2119,-7.5238,-0.0248,-0.0161,-0.0039
44,0.3627,-0.2095,-7.501,-0.0238,-0.0161,-0.0047
45,0.3795,-0.1999,-7.5022,-0.0233,-0.0161,-0.0043
46,0.3879,-0.2023,-7.5094,-0.024,-0.0163,-0.0041
47,0.3879,-0.1879,-7.5106,-0.0245,-0.0161,-0.0047
48,0.3831,-0.2274,-7.5034,-0.0244,-0.0165,-0.0051
49,0.3448,-0.2035,-7.5298,-0.0249,-0.0155,-0.0049
50,0.3508,-0.2023,-7.5286,-0.0238,-0.0165,-0.0048
51,0.3591,-0.2023,-7.5118,-0.0236,-0.0159,-0.0044
52,0.3783,-0.1927,-7.4998,-0.0244,-0.0157,-0.0047
53,0.3759,-0.1975,-7.5274,-0.0249,-0.0161,-0.0047
54,0.3687,-0.2083,-7.5238,-0.0244,-0.0165,-0.0047
55,0.3735,-0.1867,-7.5154,-0.024,-0.0161,-0.0044
56,0.3819,-0.1927,-7.513,-0.0232,-0.0161,-0.0049
57,0.3771,-0.2011,-7.495,-0.0232,-0.0167,-0.0047
58,0.3759,-0.1915,-7.5022,-0.0246,-0.0165,-0.0045
59,0.3771,-0.2059,-7.5226,-0.0237,-0.0167,-0.0051
60,0.3663,-0.1951,-7.5118,-0.0246,-0.0164,-0.0047
61,0.3807,-0.2011,-7.5238,-0.0246,-0.0168,-0.0048
62,0.3771,-0.2083,-7.5034,-0.024,-0.0173,-0.0045
63,0.3723,-0.1939,-7.5178,-0.0238,-0.0163,-0.0043
64,0.3555,-0.1963,-7.5214,-0.0244,-0.0167,-0.0051
65,0.3795,-0.1951,-7.507,-0.024,-0.0163,-0.0053
66,0.3615,-0.2059,-7.5298,-0.0244,-0.0156,-0.0047
67,0.3891,-0.1939,-7.5022,-0.0228,-0.0165,-0.0048
68,0.3795,-0.1951,-7.5322,-0.0241,-0.0163,-0.0043
69,0.3508,-0.1796,-7.5226,-0.0242,-0.0161,-0.0044
70,0.3543,-0.1772,-7.4986,-0.0248,-0.0167,-0.0055
71,0.3747,-0.182,-7.5034,-0.0248,-0.0159,-0.0045
72,0.3496,-0.1856,-7.5202,-0.0246,-0.0164,-0.0047
73,0.3831,-0.2155,-7.5238,-0.0244,-0.016,-0.0045
74,0.3675,-0.2035,-7.5154,-0.0244,-0.0163,-0.0045
75,0.3867,-0.1939,-7.495,-0.0248,-0.0168,-0.0048
76,0.3615,-0.1891,-7.5202,-0.0242,-0.0164,-0.0044
77,0.3687,-0.1927,-7.4962,-0.0249,-0.0164,-0.0043
78,0.3591,-0.1891,-7.5238,-0.0237,-0.0153,-0.0048
79,0.3711,-0.1939,-7.5429,-0.0244,-0.016,-0.0041
80,0.3627,-0.2143,-7.5058,-0.0241,-0.0165,-0.004
81,0.3711,-0.2131,-7.525,-0.0241,-0.0157,-0.0053
82,0.3591,-0.2023,-7.5286,-0.0245,-0.0163,-0.0048
83,0.3891,-0.1832,-7.5154,-0.0241,-0.0156,-0.0041
84,0.3651,-0.1999,-7.5298,-0.0241,-0.0157,-0.0052
85,0.3891,-0.2011,-7.5118,-0.0242,-0.0161,-0.0047
86,0.3867,-0.182,-7.5034,-0.0246,-0.0163,-0.0048
87,0.3567,-0.1879,-7.5166,-0.0236,-0.0161,-0.0052
88,0.3663,-0.1808,-7.5346,-0.0245,-0.016,-0.0044
89,0.3663,-0.1939,-7.5453,-0.0233,-0.0167,-0.0048
90,0.3531,-0.2107,-7.519,-0.0241,-0.0164,-0.0048
91,0.3735,-0.2107,-7.5082,-0.024,-0.0172,-0.0043
92,0.3747,-0.2035,-7.5465,-0.0245,-0.0163,-0.0043
93,0.3555,-0.1844,-7.5238,-0.0242,-0.0167,-0.0053
