# Weights_0	Weights_1	Weights_2	Weights_3
9.304012970057832232e-01	7.815316182646548926e-01	1.009727329159885389e+00	1.463937165326461010e+00
9.430965406372033843e-01	7.691268251350614760e-01	1.015007123146570267e+00	1.462349568163966440e+00
9.562534186652210666e-01	7.792859600851705926e-01	9.964176689819677080e-01	1.463962106980108979e+00
9.610613899106350555e-01	7.928934102172930931e-01	1.006737164337135892e+00	1.442570949926122559e+00
9.615935453446167180e-01	7.911458025930352411e-01	1.014221067980100255e+00	1.447574508018432349e+00
9.343994203200662874e-01	8.006440263862661944e-01	1.022549777367264934e+00	1.464490231910745788e+00
9.300237956988925969e-01	7.777243917339472512e-01	1.039963583691329463e+00	1.479575208903179728e+00
9.441805640083184015e-01	7.735005745342310446e-01	1.016371588348913502e+00	1.498807208968953031e+00
9.790192922169602685e-01	7.833207018250619713e-01	1.007781046706272665e+00	1.470871699626334239e+00
9.702060335645751321e-01	8.148792650367109314e-01	1.011643717572249468e+00	1.455432443400564768e+00
9.897575669659834929e-01	7.958861262046850182e-01	1.033540458501553516e+00	1.449513653617666264e+00
1.013912934246022024e+00	8.071066907518158473e-01	1.004747756441295437e+00	1.463724219082453759e+00
9.917749342929045309e-01	8.419663101421563933e-01	1.027205157416232639e+00	1.444947080110886795e+00
9.854961495738766564e-01	8.156156693371593436e-01	1.059224270418586134e+00	1.464494659572272539e+00
9.752453990181191301e-01	8.179109510986969367e-01	1.040744099604981487e+00	1.506025684700775136e+00
9.880659709739879615e-01	8.159195451424964274e-01	1.051617636445058901e+00	1.495943990682441216e+00
9.865155344116186553e-01	8.263580020488087152e-01	1.047067045618389036e+00	1.504489046882775627e+00
1.015210510987722525e+00	8.188965249113369094e-01	1.051377120357511519e+00	1.494456726288629023e+00
1.041691540799654980e+00	8.365710899657823330e-01	1.032976902427358512e+00	1.488622247971020274e+00
1.029011562780067557e+00	8.650542581025225664e-01	1.052645042000281084e+00	1.472250508676038239e+00
1.042565997174881076e+00	8.438507374620222157e-01	1.072282930713494231e+00	1.483272034821789154e+00
1.052656462216414290e+00	8.573533357851307324e-01	1.051315018477515517e+00	1.502994635205824769e+00
1.059725866386170834e+00	8.708275511230092469e-01	1.068223240759392567e+00	1.485767918961337752e+00
1.051829663492422240e+00	8.750862311386810033e-01	1.078983239109709391e+00	1.500073181983420767e+00
1.054861430357075580e+00	8.705372132397843910e-01	1.086323737137047774e+00	1.513702255036655675e+00
1.076822268746904454e+00	8.706819208654646980e-01	1.079190156363406539e+00	1.518116221559160595e+00
1.080322941847258411e+00	8.920690636408864505e-01	1.079538209504875335e+00	1.511453665987635642e+00
1.105473479651329916e+00	8.856764872814804068e-01	1.090434138479722925e+00	1.502478917363015309e+00
1.077276234926559662e+00	9.152171949204976897e-01	1.090985852063783401e+00	1.518745706573781051e+00
1.089797933243664252e+00	8.892160092688085049e-01	1.119752641813606120e+00	1.520051867246248634e+00
1.092908906313752038e+00	9.005633008330958811e-01	1.094376636586523954e+00	1.546844341591476990e+00
1.083382804044566550e+00	9.133290012648854761e-01	1.116730588825482817e+00	1.532578417157244743e+00
1.081736556989829845e+00	9.008524472644660053e-01	1.124817656387137710e+00	1.550630542928002509e+00
1.057943058425936167e+00	9.107081672424571783e-01	1.126747761404239156e+00	1.569318447100369829e+00
1.072243706360717086e+00	8.902914520298487178e-01	1.136571334729483018e+00	1.571599688872051148e+00
1.069345571419965335e+00	9.044941576086681367e-01	1.119817551934520372e+00	1.581945213255725236e+00
1.069183507365075281e+00	9.045437291045654860e-01	1.135894281605570599e+00	1.569459314358310875e+00
1.074905508255811881e+00	8.998914454638260452e-01	1.129852278042994485e+00	1.579200810815149625e+00
1.069275090337327594e+00	9.085585990495271824e-01	1.130957321739192167e+00	1.577715538301947440e+00
1.067662777684722730e+00	9.039035221975578738e-01	1.138256729107663512e+00	1.578824154725222861e+00
1.062826160614943838e+00	9.040267304059549369e-01	1.136682499178825356e+00	1.586161225975481148e+00
1.060509134817953170e+00	9.026463043072920911e-01	1.139592636899169786e+00	1.586944265195368242e+00
1.056886836383992501e+00	9.022626575796278692e-01	1.140255020591959934e+00	1.589826340048196229e+00
1.056534540764690222e+00	9.012918071163581457e-01	1.140648273804515833e+00	1.590436722655817592e+00
1.055845231423818031e+00	9.015879641621150631e-01	1.141388356590450348e+00	1.590261640243019192e+00
1.054305756221918910e+00	8.994275614230713423e-01	1.142734008120349420e+00	1.593093910172434402e+00
1.057609907695578944e+00	8.972432391062243884e-01	1.139636330395231711e+00	1.595794845048562838e+00
1.060829154511471639e+00	9.020820103489457509e-01	1.136809322636537445e+00	1.591576042033633342e+00
1.063068178909430728e+00	9.040952934154115050e-01	1.140420493726410855e+00	1.585854864578831291e+00
1.050799903730091245e+00	9.082209089093007393e-01	1.144656290533505594e+00	1.591552581932766941e+00
1.053140252751147976e+00	8.949538781678791910e-01	1.151055341582699176e+00	1.597766636500664861e+00
1.052921142880343996e+00	8.995665768090526093e-01	1.138339687154288793e+00	1.607212533121626929e+00
1.064340348838417327e+00	8.990607430648770437e-01	1.143176735040844827e+00	1.593038076165120165e+00
1.068775692059843241e+00	9.064627042635978738e-01	1.135462229181091631e+00	1.593004969753996303e+00
1.084061287995164991e+00	9.070262570787465117e-01	1.138018859942374839e+00	1.580941186583221691e+00
1.088548353527099000e+00	9.190449910050350057e-01	1.132319609566373675e+00	1.579084030312167153e+00
1.098074416846601897e+00	9.206237567168958913e-01	1.140984663732645510e+00	1.570222201525029559e+00
1.088431153113379235e+00	9.311321048461675964e-01	1.142810489115446693e+00	1.579123589158109242e+00
1.076035971041464645e+00	9.266944052524861419e-01	1.161766280710314847e+00	1.586473675077340273e+00
1.078946941489305589e+00	9.147226163491135598e-01	1.158885840842872827e+00	1.607789608058773911e+00
1.093569688861763201e+00	9.188378211193386491e-01	1.149241293067386094e+00	1.607689434979925558e+00
1.111901100205804349e+00	9.284592790392683925e-01	1.146890121441954236e+00	1.593537550567795780e+00
1.154231131309607639e+00	9.304594464840096890e-01	1.136097595163817919e+00	1.577710995123548621e+00
1.144175429196273575e+00	9.733263713395802208e-01	1.135973716747480378e+00	1.564209561185791575e+00
1.118295482612902125e+00	9.681987633606459198e-01	1.183638599673804803e+00	1.565892945212897347e+00
1.114267509993933203e+00	9.436283828568352572e-01	1.180361947489122709e+00	1.615700576885348738e+00
1.119182436953045867e+00	9.493519967346139010e-01	1.170651897902272420e+00	1.627335741061664454e+00
1.141823285284159661e+00	9.496051542651027244e-01	1.172672956939920130e+00	1.616313742287402766e+00
1.119963976098699687e+00	9.766043449133159360e-01	1.176674891203385531e+00	1.619708903755292528e+00
1.133269342474949148e+00	9.514792740234307988e-01	1.200142030325379361e+00	1.621811923261796906e+00
1.147762587028221537e+00	9.606811474038046139e-01	1.170855757692584431e+00	1.642514931630473241e+00
1.160873981519638942e+00	9.755834857962294437e-01	1.182573932401536521e+00	1.616849962389946382e+00
1.150854659376639111e+00	9.858832646095440078e-01	1.192058874160231596e+00	1.623025445825594160e+00
1.151099096242502062e+00	9.773186337977206595e-01	1.204213544441638639e+00	1.634152763004835585e+00
1.132860422686497337e+00	9.857155604084798517e-01	1.205955432742586542e+00	1.653351994781724787e+00
1.138454203319272606e+00	9.702958654421290907e-01	1.218795283194343604e+00	1.659709195047207153e+00
1.143562419198904001e+00	9.754741425522128750e-01	1.204200933403564600e+00	1.673028663521691328e+00
1.163099654387218962e+00	9.770430247465339280e-01	1.206808991741071146e+00	1.658850480209309586e+00
1.148798500716798454e+00	9.972384402858578412e-01	1.208582836467221311e+00	1.660159970732323131e+00
1.166428265320825997e+00	9.785998297972435811e-01	1.221746222310872598e+00	1.658472172217810403e+00
1.189167440503705819e+00	9.877602925611310702e-01	1.195446003982576944e+00	1.665341641458267796e+00
1.158251933349905727e+00	1.019037859622166753e+00	1.216746008595562367e+00	1.650854032488153988e+00
1.161525035056734323e+00	9.859394141617641161e-01	1.240260478426524315e+00	1.665911910514790151e+00
1.170240095554802906e+00	9.901734573132943140e-01	1.211171630500005980e+00	1.689616998804540637e+00
1.166244613762658755e+00	1.005334130367888212e+00	1.223621692131602323e+00	1.670201195802272442e+00
1.160356670370129573e+00	9.980620452281911970e-01	1.233552360272351933e+00	1.678522645642732014e+00
1.159488185287973927e+00	9.952629422889438526e-01	1.229685408470208907e+00	1.689677320780827330e+00
1.159100483848313878e+00	9.975338515179014154e-01	1.230456179279189488e+00	1.689097534027528047e+00
1.157858447983166394e+00	9.973921417500979381e-01	1.232623550883342523e+00	1.689981739640286973e+00
1.149384965865667629e+00	9.989247716353554241e-01	1.235376814079664154e+00	1.694386794562896315e+00
1.155959834480930537e+00	9.916373667488381782e-01	1.235578686218308908e+00	1.695546741385399514e+00
1.159416250562968154e+00	9.956397099640980075e-01	1.229577878805471203e+00	1.694899298106052443e+00
1.157509306185046105e+00	9.980969933625746249e-01	1.232409970695028001e+00	1.691795389592652521e+00
1.156334129354776419e+00	9.974780902362644364e-01	1.233236031604314720e+00	1.692813712924648106e+00
1.155994117657666465e+00	9.984485025372067390e-01	1.233650066468981121e+00	1.691788502320302978e+00
1.156550306807484274e+00	9.963126611877906047e-01	1.235579191935096022e+00	1.691941448068320364e+00
1.155538131423190285e+00	9.976021736070039836e-01	1.232374038797498850e+00	1.695534499536362816e+00
1.158117337270301084e+00	9.970341763193398821e-01	1.234847502674248698e+00	1.691737211493059112e+00
1.154859700267203193e+00	9.997300318571883393e-01	1.233667612953626591e+00	1.694490530537411832e+00
1.153310385222807044e+00	9.972463916177569665e-01	1.238325596504857629e+00	1.694477550443012515e+00
1.163236367366742519e+00	9.926719411216042843e-01	1.232688007254978846e+00	1.696856760229835226e+00
1.178882664871342190e+00	1.000088240666008987e+00	1.224087672307839769e+00	1.686542103855186880e+00
1.192305694577863395e+00	1.009811696940113412e+00	1.225545723218995686e+00	1.669713197710009256e+00
1.178711118235861610e+00	1.023654806431972597e+00	1.234921778062466613e+00	1.669487641999563232e+00
1.188426280421412073e+00	1.005849768798698474e+00	1.247263464850896231e+00	1.676799443164103565e+00
1.190761395452595961e+00	1.017856969028187564e+00	1.229451800754007396e+00	1.691928766938267659e+00
1.198859248104078068e+00	1.022568078844922512e+00	1.244442297936977582e+00	1.675469721196973127e+00
1.195148870720084355e+00	1.027215580559368346e+00	1.245704715454849731e+00	1.687326291479130047e+00
1.222696126600420152e+00	1.018483536724637650e+00	1.246034557353124850e+00	1.684333842446112284e+00
1.213378679679302685e+00	1.049100034119353264e+00	1.238778095123941769e+00	1.686506665732514509e+00
1.202487772398360244e+00	1.043289696847189862e+00	1.274350383096194861e+00	1.682835814039226552e+00
1.200732713147046882e+00	1.031477679941487313e+00	1.267754139012339909e+00	1.719051012319685157e+00
1.215454300555252942e+00	1.036298701846367187e+00	1.261939240990428646e+00	1.718963406821504059e+00
1.220692536171679610e+00	1.049710443746795230e+00	1.265377369909868044e+00	1.711466878754805077e+00
1.218394940159728934e+00	1.053456721620159131e+00	1.277579795036425381e+00	1.713404605011413118e+00
1.270944271860726005e+00	1.035754634165531485e+00	1.266757768395856187e+00	1.709901344432095627e+00
1.234624218180256028e+00	1.096499565114038788e+00	1.259179810750567174e+00	1.709886991366053266e+00
1.229104097723015432e+00	1.061278454525238502e+00	1.322052797305035554e+00	1.704051731002331316e+00
1.239320820382992849e+00	1.051554818509766287e+00	1.282075927592162268e+00	1.761880576607017357e+00
1.260110194787295246e+00	1.076223557858198010e+00	1.283680867024629357e+00	1.728927274399006730e+00
1.252686267289157218e+00	1.087792938678749488e+00	1.301013782425944232e+00	1.724919894283563515e+00
1.254653692808050502e+00	1.078576697060940726e+00	1.310787954134831956e+00	1.740472328964177029e+00
1.290109593131889332e+00	1.076202235885860725e+00	1.295941922653707890e+00	1.741522541045253947e+00
1.255622584626385319e+00	1.119158922811125167e+00	1.303789519904646532e+00	1.739965587925942136e+00
1.257139279233778995e+00	1.084544703895081952e+00	1.344999624834417151e+00	1.746690859032477006e+00
1.242581839488390960e+00	1.091521797863545196e+00	1.317512123486344722e+00	1.793616693494926473e+00
1.267009234812681351e+00	1.087756812437932652e+00	1.330373765605239234e+00	1.769470565874386780e+00
1.249404741819926556e+00	1.107302755004107908e+00	1.325180559884767240e+00	1.782370146507342712e+00
1.252418338478354487e+00	1.093788799535384326e+00	1.347068912060167989e+00	1.779175707141591900e+00
1.250110369093212492e+00	1.096162411038731577e+00	1.333926949796615302e+00	1.800144970015155943e+00
1.271970309102711472e+00	1.095806994831671544e+00	1.335368324675108687e+00	1.785075563475377436e+00
1.259484683201811395e+00	1.114431125126167155e+00	1.334499402372204768e+00	1.787336149588093726e+00
